K,D,maskSeed,chainSeed,inforate
2.0,3.0,102.0,101.0,-3.7920964255912635
2.0,3.0,102.0,102.0,-3.7922485399335804
2.0,3.0,102.0,103.0,-3.792123607557939
2.0,3.0,102.0,104.0,-3.792291879443166
2.0,3.0,103.0,101.0,-3.766364107200621
2.0,3.0,103.0,102.0,-3.767165266531501
2.0,3.0,103.0,103.0,-3.7655922194944424
2.0,3.0,103.0,104.0,-3.633869766148007
2.0,3.0,104.0,101.0,-3.7571845599851628
2.0,3.0,104.0,102.0,-3.7572229930439756
2.0,3.0,104.0,103.0,-3.7571446563051443
2.0,3.0,104.0,104.0,-3.6408464189433247
2.0,3.0,105.0,101.0,-3.624507574698792
2.0,3.0,105.0,102.0,-3.61318304825227
2.0,3.0,105.0,103.0,-3.6166304123535977
2.0,3.0,105.0,104.0,-3.620898262806788
2.0,4.0,101.0,101.0,-3.6627539857225404
2.0,4.0,101.0,102.0,-3.662336493199926
2.0,4.0,101.0,103.0,-3.666722590710894
2.0,4.0,101.0,104.0,-3.6563124991644096
2.0,4.0,102.0,101.0,-3.700682312828363
2.0,4.0,102.0,102.0,-3.697968902639077
2.0,4.0,102.0,103.0,-3.7010464774183895
2.0,4.0,102.0,104.0,-3.8349878909912056
2.0,4.0,103.0,101.0,-3.788722483805313
2.0,4.0,103.0,102.0,-3.8103554615943067
2.0,4.0,103.0,103.0,-3.809758521700726
2.0,4.0,103.0,104.0,-3.6492452423675097
2.0,4.0,104.0,101.0,-3.670135179357245
2.0,4.0,104.0,102.0,-3.7961435449182104
2.0,4.0,104.0,103.0,-3.671645144878451
2.0,4.0,104.0,104.0,-3.795931084309036
2.0,4.0,105.0,101.0,-3.6241331076391354
2.0,4.0,105.0,102.0,-3.764005530997186
2.0,4.0,105.0,103.0,-3.638191557313018
2.0,4.0,105.0,104.0,-3.6260856860753234
2.0,5.0,101.0,101.0,-3.6718402862238873
2.0,5.0,101.0,102.0,-3.6948962882063294
2.0,5.0,101.0,103.0,-3.674249127356131
2.0,5.0,101.0,104.0,-3.674116837460135
2.0,5.0,102.0,101.0,-3.8769312970786687
2.0,5.0,102.0,102.0,-3.8765680485492915
2.0,5.0,102.0,103.0,-3.876722392948752
2.0,5.0,102.0,104.0,-3.7223438168859437
2.0,5.0,103.0,101.0,-3.8462505374115263
2.0,5.0,103.0,102.0,-3.8526981541256298
2.0,5.0,103.0,103.0,-3.8523170742334747
2.0,5.0,103.0,104.0,-3.690299892870675
2.0,5.0,104.0,101.0,-3.684177430371177
2.0,5.0,104.0,102.0,-3.8352659726956464
2.0,5.0,104.0,103.0,-3.8352519138584027
2.0,5.0,104.0,104.0,-3.836209901514045
2.0,5.0,105.0,101.0,-3.654052936493064
2.0,5.0,105.0,102.0,-3.729314737527074
2.0,5.0,105.0,103.0,-3.801290257572452
2.0,5.0,105.0,104.0,-3.646812464832626
3.0,1.0,101.0,101.0,-3.6759552938268074
3.0,1.0,101.0,102.0,-3.661761172713078
3.0,1.0,101.0,103.0,-3.6770804434422693
3.0,1.0,101.0,104.0,-3.67829351945128
3.0,1.0,102.0,101.0,-3.687399943476196
3.0,1.0,102.0,102.0,-3.7008965733290875
3.0,1.0,102.0,103.0,-3.702096115178719
3.0,1.0,102.0,104.0,-3.6890985096897166
3.0,1.0,103.0,101.0,-3.6812724293410173
3.0,1.0,103.0,102.0,-3.682202704921669
3.0,1.0,103.0,103.0,-3.681776825329496
3.0,1.0,103.0,104.0,-3.6846621616279474
3.0,1.0,104.0,101.0,-3.679230715257473
3.0,1.0,104.0,102.0,-3.67042240647216
3.0,1.0,104.0,103.0,-3.6803400470904273
3.0,1.0,104.0,104.0,-3.683695510740663
3.0,1.0,105.0,101.0,-3.648554187737713
3.0,1.0,105.0,102.0,-3.6491818560468223
3.0,1.0,105.0,103.0,-3.647724938841237
3.0,1.0,105.0,104.0,-3.648250350069007
3.0,2.0,101.0,101.0,-3.613185560427635
3.0,2.0,101.0,102.0,-3.619845841250596
3.0,2.0,101.0,103.0,-3.630219711316792
3.0,2.0,101.0,104.0,-3.6327039561387275
3.0,2.0,102.0,101.0,-3.6609829432824132
3.0,2.0,102.0,102.0,-3.6600144428743064
3.0,2.0,102.0,103.0,-3.66233532200187
3.0,2.0,102.0,104.0,-3.667815121472718
3.0,2.0,103.0,101.0,-3.642550837415592
3.0,2.0,103.0,102.0,-3.6421205748551175
3.0,2.0,103.0,103.0,-3.64139858551117
3.0,2.0,103.0,104.0,-3.642132624721531
3.0,2.0,104.0,101.0,-3.6358369425427233
3.0,2.0,104.0,102.0,-3.6411255099948785
3.0,2.0,104.0,103.0,-3.6340417623345873
3.0,2.0,104.0,104.0,-3.634864925213809
3.0,2.0,105.0,101.0,-3.594061463247899
3.0,2.0,105.0,102.0,-3.5936709368717623
3.0,2.0,105.0,103.0,-3.5980333279793038
3.0,2.0,105.0,104.0,-3.597012795949536
3.0,3.0,101.0,101.0,-3.6345003237520226
3.0,3.0,101.0,102.0,-3.622389333777703
3.0,3.0,101.0,103.0,-3.613923512270055
3.0,3.0,101.0,104.0,-3.6402192244548317
3.0,3.0,102.0,101.0,-3.6689544053440617
3.0,3.0,102.0,102.0,-3.656667007435475
3.0,3.0,102.0,103.0,-3.6655137684968238
3.0,3.0,102.0,104.0,-3.682488866702754
3.0,3.0,103.0,101.0,-3.6496781827443296
3.0,3.0,103.0,102.0,-3.6489122345894422
3.0,3.0,103.0,103.0,-3.642831230925716
3.0,3.0,103.0,104.0,-3.6555227571413678
3.0,3.0,104.0,101.0,-3.657939612615557
3.0,3.0,104.0,102.0,-3.6476205423893897
3.0,3.0,104.0,103.0,-3.6489091682964334
3.0,3.0,104.0,104.0,-3.64704583628722
3.0,3.0,105.0,101.0,-3.606563232518238
3.0,3.0,105.0,102.0,-3.6081369643261234
3.0,3.0,105.0,103.0,-3.6026016008844035
3.0,3.0,105.0,104.0,-3.6096311076935397
3.0,4.0,101.0,101.0,-3.6549844050201465
3.0,4.0,101.0,102.0,-3.651340308017997
3.0,4.0,101.0,103.0,-3.6316584443375173
3.0,4.0,101.0,104.0,-3.6572096222510933
3.0,4.0,102.0,101.0,-3.6914090698938806
3.0,4.0,102.0,102.0,-3.704653930838525
3.0,4.0,102.0,103.0,-3.6928213205890135
3.0,4.0,102.0,104.0,-3.6905643864188247
3.0,4.0,103.0,101.0,-3.8141511319290338
3.0,4.0,103.0,102.0,-3.6739314572974346
3.0,4.0,103.0,103.0,-3.8081874832698213
3.0,4.0,103.0,104.0,-3.674415368171766
3.0,4.0,104.0,101.0,-3.682110414117954
3.0,4.0,104.0,102.0,-3.661729564351209
3.0,4.0,104.0,103.0,-3.655867457161162
3.0,4.0,104.0,104.0,-3.665734719719205
3.0,4.0,105.0,101.0,-3.614490134451917
3.0,4.0,105.0,102.0,-3.618317341343297
3.0,4.0,105.0,103.0,-3.6200636539682343
3.0,4.0,105.0,104.0,-3.61179031799139
3.0,5.0,101.0,101.0,-3.663947178451923
3.0,5.0,101.0,102.0,-3.63516259617719
3.0,5.0,101.0,103.0,-3.658510620601154
3.0,5.0,101.0,104.0,-3.679415385730741
3.0,5.0,102.0,101.0,-3.7807037368415735
3.0,5.0,102.0,102.0,-3.718182780018221
3.0,5.0,102.0,103.0,-3.7211704179969
3.0,5.0,102.0,104.0,-3.8548671200515505
3.0,5.0,103.0,101.0,-3.70161151557098
3.0,5.0,103.0,102.0,-3.8492474537091184
3.0,5.0,103.0,103.0,-3.7465809196748068
3.0,5.0,103.0,104.0,-3.7134880522736036
3.0,5.0,104.0,101.0,-3.6905091135285626
3.0,5.0,104.0,102.0,-3.701237085128517
3.0,5.0,104.0,103.0,-3.6881963202861416
3.0,5.0,104.0,104.0,-3.694563721694916
3.0,5.0,105.0,101.0,-3.640117305368032
3.0,5.0,105.0,102.0,-3.6499015305103115
3.0,5.0,105.0,103.0,-3.6452846053573142
3.0,5.0,105.0,104.0,-3.6651615218731766
4.0,1.0,101.0,101.0,-3.6634055611368117
4.0,1.0,101.0,102.0,-3.6624038898819404
4.0,1.0,101.0,103.0,-3.6619682040069077
4.0,1.0,101.0,104.0,-3.663797993298051
4.0,1.0,102.0,101.0,-3.6830118826774685
4.0,1.0,102.0,102.0,-3.6887870222620824
4.0,1.0,102.0,103.0,-3.688778077858647
4.0,1.0,102.0,104.0,-3.688271461943145
4.0,1.0,103.0,101.0,-3.6683297798287393
4.0,1.0,103.0,102.0,-3.6691440212955313
4.0,1.0,103.0,103.0,-3.6674449908394093
4.0,1.0,103.0,104.0,-3.6672206077180536
4.0,1.0,104.0,101.0,-3.6681598427622766
4.0,1.0,104.0,102.0,-3.669149778374826
4.0,1.0,104.0,103.0,-3.669042857859874
4.0,1.0,104.0,104.0,-3.6668317038686413
4.0,1.0,105.0,101.0,-3.644563463523862
4.0,1.0,105.0,102.0,-3.6446966158888627
4.0,1.0,105.0,103.0,-3.6441791415910902
4.0,1.0,105.0,104.0,-3.6439008554641483
4.0,2.0,101.0,101.0,-3.607360718193395
4.0,2.0,101.0,102.0,-3.6074828569899937
4.0,2.0,101.0,103.0,-3.601668969354258
4.0,2.0,101.0,104.0,-3.606192311932334
4.0,2.0,102.0,101.0,-3.646120338003775
4.0,2.0,102.0,102.0,-3.64817319101046
4.0,2.0,102.0,103.0,-3.642719280821078
4.0,2.0,102.0,104.0,-3.6409421979175782
4.0,2.0,103.0,101.0,-3.6114653644724455
4.0,2.0,103.0,102.0,-3.6164090452032016
4.0,2.0,103.0,103.0,-3.6151260034041925
4.0,2.0,103.0,104.0,-3.6163495475183605
4.0,2.0,104.0,101.0,-3.624194967822129
4.0,2.0,104.0,102.0,-3.6176343657354537
4.0,2.0,104.0,103.0,-3.617150003467616
4.0,2.0,104.0,104.0,-3.616437087759721
4.0,2.0,105.0,101.0,-3.5928525174800208
4.0,2.0,105.0,102.0,-3.58182646287997
4.0,2.0,105.0,103.0,-3.5837665782937536
4.0,2.0,105.0,104.0,-3.5803958483584473
4.0,3.0,101.0,101.0,-3.643547797356038
4.0,3.0,101.0,102.0,-3.603525289955165
4.0,3.0,101.0,103.0,-3.6032720452136044
4.0,3.0,101.0,104.0,-3.6164008337432443
4.0,3.0,102.0,101.0,-3.687007666561636
4.0,3.0,102.0,102.0,-3.6528383644521965
4.0,3.0,102.0,103.0,-3.644140435390158
4.0,3.0,102.0,104.0,-3.656642000540334
4.0,3.0,103.0,101.0,-3.696192416781282
4.0,3.0,103.0,102.0,-3.623301487269324
4.0,3.0,103.0,103.0,-3.62321432219118
4.0,3.0,103.0,104.0,-3.625624005430007
4.0,3.0,104.0,101.0,-3.6606226601917236
4.0,3.0,104.0,102.0,-3.6439489298262857
4.0,3.0,104.0,103.0,-3.6250414234383537
4.0,3.0,104.0,104.0,-3.6350937799121357
4.0,3.0,105.0,101.0,-3.6352215557308987
4.0,3.0,105.0,102.0,-3.5917499546527316
4.0,3.0,105.0,103.0,-3.6037346404197574
4.0,3.0,105.0,104.0,-3.588121615296351
4.0,4.0,101.0,101.0,-3.6485840805849943
4.0,4.0,101.0,102.0,-3.6161561087525302
4.0,4.0,101.0,103.0,-3.6302732693859534
4.0,4.0,101.0,104.0,-3.622156906904078
4.0,4.0,102.0,101.0,-3.6869259962910768
4.0,4.0,102.0,102.0,-3.671941325413904
4.0,4.0,102.0,103.0,-3.6661054138569247
4.0,4.0,102.0,104.0,-3.666630369703023
4.0,4.0,103.0,101.0,-3.768361708752567
4.0,4.0,103.0,102.0,-3.6578254244019495
4.0,4.0,103.0,103.0,-3.6478657408138817
4.0,4.0,103.0,104.0,-3.668702574768406
4.0,4.0,104.0,101.0,-3.654745062687772
4.0,4.0,104.0,102.0,-3.646401200746654
4.0,4.0,104.0,103.0,-3.6494755273933492
4.0,4.0,104.0,104.0,-3.649099273310217
4.0,4.0,105.0,101.0,-3.6203291893494147
4.0,4.0,105.0,102.0,-3.6134831528850064
4.0,4.0,105.0,103.0,-3.6111114209329913
4.0,4.0,105.0,104.0,-3.609510392955766
4.0,5.0,101.0,101.0,-3.6506335273813093
4.0,5.0,101.0,102.0,-3.7036592594030173
4.0,5.0,101.0,103.0,-3.6487939663753695
4.0,5.0,101.0,104.0,-3.6499450572501204
4.0,5.0,102.0,101.0,-3.7853166295614527
4.0,5.0,102.0,102.0,-3.6671641131923507
4.0,5.0,102.0,103.0,-3.6763863833107613
4.0,5.0,102.0,104.0,-3.672286191741769
4.0,5.0,103.0,101.0,-3.8245255341653
4.0,5.0,103.0,102.0,-3.7054937063540674
4.0,5.0,103.0,103.0,-3.672606150690221
4.0,5.0,103.0,104.0,-3.6945442761994682
4.0,5.0,104.0,101.0,-3.77532423366309
4.0,5.0,104.0,102.0,-3.665743224475855
4.0,5.0,104.0,103.0,-3.660134122633254
4.0,5.0,104.0,104.0,-3.666681060405802
4.0,5.0,105.0,101.0,-3.6362881581981563
4.0,5.0,105.0,102.0,-3.6233425188386446
4.0,5.0,105.0,103.0,-3.605816404568726
4.0,5.0,105.0,104.0,-3.620801930804158
50.0,1.0,101.0,101.0,-3.652997562149249
50.0,1.0,101.0,102.0,-3.652961965789545
50.0,1.0,101.0,103.0,-3.6531018149957384
50.0,1.0,101.0,104.0,-3.6531015836198186
50.0,1.0,102.0,101.0,-3.6776866987446
50.0,1.0,102.0,102.0,-3.6776887826747915
50.0,1.0,102.0,103.0,-3.677700456169943
50.0,1.0,102.0,104.0,-3.677927233572585
50.0,1.0,103.0,101.0,-3.658497967862845
50.0,1.0,103.0,102.0,-3.65841660963893
50.0,1.0,103.0,103.0,-3.6590238796268872
50.0,1.0,103.0,104.0,-3.6588025689785546
50.0,1.0,104.0,101.0,-3.659015792504382
50.0,1.0,104.0,102.0,-3.6590354534372063
50.0,1.0,104.0,103.0,-3.659034306072099
50.0,1.0,104.0,104.0,-3.659079332720929
50.0,1.0,105.0,101.0,-3.6387571763698006
50.0,1.0,105.0,102.0,-3.6387570450420896
50.0,1.0,105.0,103.0,-3.638714221873721
50.0,1.0,105.0,104.0,-3.638337725047019
50.0,2.0,101.0,101.0,-3.5853406045518024
50.0,2.0,101.0,102.0,-3.585060728914931
50.0,2.0,101.0,103.0,-3.5852879760909087
50.0,2.0,101.0,104.0,-3.585140070982943
50.0,2.0,102.0,101.0,-3.616022039512973
50.0,2.0,102.0,102.0,-3.6163615589682756
50.0,2.0,102.0,103.0,-3.6161471345979534
50.0,2.0,102.0,104.0,-3.6163509093520516
50.0,2.0,103.0,101.0,-3.593916147973734
50.0,2.0,103.0,102.0,-3.5937079434043255
50.0,2.0,103.0,103.0,-3.594101322833497
50.0,2.0,103.0,104.0,-3.5934672938597596
50.0,2.0,104.0,101.0,-3.593734735262611
50.0,2.0,104.0,102.0,-3.5937961956781392
50.0,2.0,104.0,103.0,-3.5937400189595547
50.0,2.0,104.0,104.0,-3.5938058297612514
50.0,2.0,105.0,101.0,-3.565675103446436
50.0,2.0,105.0,102.0,-3.5658872663684713
50.0,2.0,105.0,103.0,-3.56595609400969
50.0,2.0,105.0,104.0,-3.56606792060952
50.0,3.0,101.0,101.0,-3.5724473719899503
50.0,3.0,101.0,102.0,-3.5728005196702677
50.0,3.0,101.0,103.0,-3.5721433879582216
50.0,3.0,101.0,104.0,-3.5722322100546364
50.0,3.0,102.0,101.0,-3.6070581348913398
50.0,3.0,102.0,102.0,-3.607398178085448
50.0,3.0,102.0,103.0,-3.607155062527661
50.0,3.0,102.0,104.0,-3.6072442844653136
50.0,3.0,103.0,101.0,-3.5835899339710093
50.0,3.0,103.0,102.0,-3.5827179677153653
50.0,3.0,103.0,103.0,-3.5839308663840406
50.0,3.0,103.0,104.0,-3.5815255236056345
50.0,3.0,104.0,101.0,-3.58284854461103
50.0,3.0,104.0,102.0,-3.582913267087912
50.0,3.0,104.0,103.0,-3.583009590596812
50.0,3.0,104.0,104.0,-3.5826121164060942
50.0,3.0,105.0,101.0,-3.5502854597023648
50.0,3.0,105.0,102.0,-3.550045625859613
50.0,3.0,105.0,103.0,-3.5502959267670766
50.0,3.0,105.0,104.0,-3.5502969599036867
50.0,4.0,101.0,101.0,-3.5745587696097045
50.0,4.0,101.0,102.0,-3.5748788056199263
50.0,4.0,101.0,103.0,-3.574665248351108
50.0,4.0,101.0,104.0,-3.57464036590508
50.0,4.0,102.0,101.0,-3.612427663606936
50.0,4.0,102.0,102.0,-3.6128446751289167
50.0,4.0,102.0,103.0,-3.612450808483872
50.0,4.0,102.0,104.0,-3.612382587069155
50.0,4.0,103.0,101.0,-3.589108130437823
50.0,4.0,103.0,102.0,-3.5884076424757803
50.0,4.0,103.0,103.0,-3.5883323631707076
50.0,4.0,103.0,104.0,-3.587995978635997
50.0,4.0,104.0,101.0,-3.5868938446400973
50.0,4.0,104.0,102.0,-3.5872816223567696
50.0,4.0,104.0,103.0,-3.5868616933574304
50.0,4.0,104.0,104.0,-3.5867152914156377
50.0,4.0,105.0,101.0,-3.550374563664117
50.0,4.0,105.0,102.0,-3.550222383111378
50.0,4.0,105.0,103.0,-3.5506683209675947
50.0,4.0,105.0,104.0,-3.550267146763386
50.0,5.0,101.0,101.0,-3.582848437754073
50.0,5.0,101.0,102.0,-3.582965442834932
50.0,5.0,101.0,103.0,-3.5831044444415423
50.0,5.0,101.0,104.0,-3.582540153252993
50.0,5.0,102.0,101.0,-3.6226994810262254
50.0,5.0,102.0,102.0,-3.6226718072882025
50.0,5.0,102.0,103.0,-3.6227885199820613
50.0,5.0,102.0,104.0,-3.6224399992645435
50.0,5.0,103.0,101.0,-3.599698231946274
50.0,5.0,103.0,102.0,-3.617821648607388
50.0,5.0,103.0,103.0,-3.598682202884471
50.0,5.0,103.0,104.0,-3.5989120308160225
50.0,5.0,104.0,101.0,-3.5963470457656372
50.0,5.0,104.0,102.0,-3.595936938827898
50.0,5.0,104.0,103.0,-3.596575613327352
50.0,5.0,104.0,104.0,-3.5962213396990346
50.0,5.0,105.0,101.0,-3.5564068571447183
50.0,5.0,105.0,102.0,-3.5564288703701346
50.0,5.0,105.0,103.0,-3.5567992866893707
50.0,5.0,105.0,104.0,-3.5563097800372567
5.0,1.0,101.0,101.0,-3.6559674453515205
5.0,1.0,101.0,102.0,-3.65684148249986
5.0,1.0,101.0,103.0,-3.6550785768227736
5.0,1.0,101.0,104.0,-3.658438087871608
5.0,1.0,102.0,101.0,-3.6800274819921364
5.0,1.0,102.0,102.0,-3.681740603998954
5.0,1.0,102.0,103.0,-3.6799691650950037
5.0,1.0,102.0,104.0,-3.6837078573009983
5.0,1.0,103.0,101.0,-3.6646960040758523
5.0,1.0,103.0,102.0,-3.662362153910427
5.0,1.0,103.0,103.0,-3.6665612437680672
5.0,1.0,103.0,104.0,-3.6627456262975113
5.0,1.0,104.0,101.0,-3.6633190826543705
5.0,1.0,104.0,102.0,-3.6636783812893907
5.0,1.0,104.0,103.0,-3.6648332569688655
5.0,1.0,104.0,104.0,-3.665060726970273
5.0,1.0,105.0,101.0,-3.6406160935252374
5.0,1.0,105.0,102.0,-3.6414831278334985
5.0,1.0,105.0,103.0,-3.641057973429327
5.0,1.0,105.0,104.0,-3.641143236385794
5.0,2.0,101.0,101.0,-3.601886833004111
5.0,2.0,101.0,102.0,-3.595854153134014
5.0,2.0,101.0,103.0,-3.598056092020004
5.0,2.0,101.0,104.0,-3.5971348410902912
5.0,2.0,102.0,101.0,-3.6328388438745938
5.0,2.0,102.0,102.0,-3.6313343773964752
5.0,2.0,102.0,103.0,-3.6332368967029924
5.0,2.0,102.0,104.0,-3.626156093659716
5.0,2.0,103.0,101.0,-3.6031829338771098
5.0,2.0,103.0,102.0,-3.6064718390813115
5.0,2.0,103.0,103.0,-3.6054678104456173
5.0,2.0,103.0,104.0,-3.6069451470504723
5.0,2.0,104.0,101.0,-3.607587176760405
5.0,2.0,104.0,102.0,-3.60929351809329
5.0,2.0,104.0,103.0,-3.6123075778195943
5.0,2.0,104.0,104.0,-3.6041014167455208
5.0,2.0,105.0,101.0,-3.57738968967783
5.0,2.0,105.0,102.0,-3.5788226125298634
5.0,2.0,105.0,103.0,-3.5740959915288486
5.0,2.0,105.0,104.0,-3.57425520474778
5.0,3.0,101.0,101.0,-3.604451076557351
5.0,3.0,101.0,102.0,-3.604418551179228
5.0,3.0,101.0,103.0,-3.5924418225701387
5.0,3.0,101.0,104.0,-3.5911420351477985
5.0,3.0,102.0,101.0,-3.6283611075190567
5.0,3.0,102.0,102.0,-3.631544347713673
5.0,3.0,102.0,103.0,-3.639119679122357
5.0,3.0,102.0,104.0,-3.6355547206208874
5.0,3.0,103.0,101.0,-3.614711401077721
5.0,3.0,103.0,102.0,-3.6112677408731324
5.0,3.0,103.0,103.0,-3.6156323603340925
5.0,3.0,103.0,104.0,-3.6302360553310624
5.0,3.0,104.0,101.0,-3.6180188439220156
5.0,3.0,104.0,102.0,-3.6189410752188804
5.0,3.0,104.0,103.0,-3.610435572592269
5.0,3.0,104.0,104.0,-3.609004135791956
5.0,3.0,105.0,101.0,-3.5782185644476727
5.0,3.0,105.0,102.0,-3.5790098843067755
5.0,3.0,105.0,103.0,-3.5755224109058865
5.0,3.0,105.0,104.0,-3.5770445749965334
5.0,4.0,101.0,101.0,-3.6177580263880027
5.0,4.0,101.0,102.0,-3.605808921840088
5.0,4.0,101.0,103.0,-3.596596744530215
5.0,4.0,101.0,104.0,-3.5992641428459495
5.0,4.0,102.0,101.0,-3.649396803250151
5.0,4.0,102.0,102.0,-3.6691273586573803
5.0,4.0,102.0,103.0,-3.6451650291971025
5.0,4.0,102.0,104.0,-3.6610964632476426
5.0,4.0,103.0,101.0,-3.623535378557195
5.0,4.0,103.0,102.0,-3.6355998743718425
5.0,4.0,103.0,103.0,-3.6335831460428194
5.0,4.0,103.0,104.0,-3.6331854769503362
5.0,4.0,104.0,101.0,-3.7037000460666496
5.0,4.0,104.0,102.0,-3.6337062722998934
5.0,4.0,104.0,103.0,-3.6350431003212074
5.0,4.0,104.0,104.0,-3.6246890798296603
5.0,4.0,105.0,101.0,-3.587888311763775
5.0,4.0,105.0,102.0,-3.5976653078153333
5.0,4.0,105.0,103.0,-3.5767738970443714
5.0,4.0,105.0,104.0,-3.6199827171664825
5.0,5.0,101.0,101.0,-3.62760001880736
5.0,5.0,101.0,102.0,-3.6288536379855274
5.0,5.0,101.0,103.0,-3.656335454565446
5.0,5.0,101.0,104.0,-3.6371421003966407
5.0,5.0,102.0,101.0,-3.6717459167484487
5.0,5.0,102.0,102.0,-3.6586847587698617
5.0,5.0,102.0,103.0,-3.6652948686550224
5.0,5.0,102.0,104.0,-3.6861798489744353
5.0,5.0,103.0,101.0,-3.729729739769154
5.0,5.0,103.0,102.0,-3.657873558913591
5.0,5.0,103.0,103.0,-3.656258211623108
5.0,5.0,103.0,104.0,-3.6726215648542717
5.0,5.0,104.0,101.0,-3.652625675803056
5.0,5.0,104.0,102.0,-3.654757347154867
5.0,5.0,104.0,103.0,-3.632367288111798
5.0,5.0,104.0,104.0,-3.637810308706392
5.0,5.0,105.0,101.0,-3.660934996945218
5.0,5.0,105.0,102.0,-3.619979557886172
5.0,5.0,105.0,103.0,-3.6223822830905124
5.0,5.0,105.0,104.0,-3.5997861330209107
6.0,1.0,101.0,101.0,-3.6549104240317387
6.0,1.0,101.0,102.0,-3.6553608968677307
6.0,1.0,101.0,103.0,-3.6551198431130274
6.0,1.0,101.0,104.0,-3.655961870802357
6.0,1.0,102.0,101.0,-3.679653816649301
6.0,1.0,102.0,102.0,-3.679132675976255
6.0,1.0,102.0,103.0,-3.6787689414518616
6.0,1.0,102.0,104.0,-3.679214897400156
6.0,1.0,103.0,101.0,-3.6601084694301402
6.0,1.0,103.0,102.0,-3.6616845662832342
6.0,1.0,103.0,103.0,-3.6609721574932896
6.0,1.0,103.0,104.0,-3.661547794068426
6.0,1.0,104.0,101.0,-3.660672177118383
6.0,1.0,104.0,102.0,-3.6615032098611295
6.0,1.0,104.0,103.0,-3.66446749514094
6.0,1.0,104.0,104.0,-3.6610122282741875
6.0,1.0,105.0,101.0,-3.63970417138988
6.0,1.0,105.0,102.0,-3.639730047026528
6.0,1.0,105.0,103.0,-3.6399757380870166
6.0,1.0,105.0,104.0,-3.640049716782145
6.0,2.0,101.0,101.0,-3.5931174351015915
6.0,2.0,101.0,102.0,-3.5907886705143173
6.0,2.0,101.0,103.0,-3.5958577859377274
6.0,2.0,101.0,104.0,-3.5946559979482453
6.0,2.0,102.0,101.0,-3.6259000685855316
6.0,2.0,102.0,102.0,-3.6230288958556316
6.0,2.0,102.0,103.0,-3.6239451571603802
6.0,2.0,102.0,104.0,-3.62217185284574
6.0,2.0,103.0,101.0,-3.5988037354009923
6.0,2.0,103.0,102.0,-3.610037922916309
6.0,2.0,103.0,103.0,-3.602270235656048
6.0,2.0,103.0,104.0,-3.607028160189812
6.0,2.0,104.0,101.0,-3.602958230075803
6.0,2.0,104.0,102.0,-3.6003708612445595
6.0,2.0,104.0,103.0,-3.6037655944052083
6.0,2.0,104.0,104.0,-3.599413999228462
6.0,2.0,105.0,101.0,-3.5692862662237315
6.0,2.0,105.0,102.0,-3.5722280236214035
6.0,2.0,105.0,103.0,-3.57185275810986
6.0,2.0,105.0,104.0,-3.5715330637571765
6.0,3.0,101.0,101.0,-3.5902374662646324
6.0,3.0,101.0,102.0,-3.587694687725399
6.0,3.0,101.0,103.0,-3.5816607246772327
6.0,3.0,101.0,104.0,-3.583457041957409
6.0,3.0,102.0,101.0,-3.6421153836884748
6.0,3.0,102.0,102.0,-3.6161245894068466
6.0,3.0,102.0,103.0,-3.62983910258571
6.0,3.0,102.0,104.0,-3.633995009158562
6.0,3.0,103.0,101.0,-3.614240679102369
6.0,3.0,103.0,102.0,-3.6024044817666097
6.0,3.0,103.0,104.0,-3.6079783607939038
6.0,3.0,104.0,101.0,-3.6139754530678
6.0,3.0,104.0,102.0,-3.60321978481607
6.0,3.0,104.0,103.0,-3.6033169648305337
6.0,3.0,104.0,104.0,-3.5994901146147815
6.0,3.0,105.0,101.0,-3.5598504402102065
6.0,3.0,105.0,102.0,-3.562505704112441
6.0,3.0,105.0,103.0,-3.5604358752714624
6.0,3.0,105.0,104.0,-3.5653123043689177
7.0,1.0,101.0,101.0,-3.6536152169995315
7.0,1.0,101.0,102.0,-3.654027699614215
7.0,1.0,101.0,103.0,-3.6538778489887247
7.0,1.0,101.0,104.0,-3.6538031291483968
7.0,1.0,102.0,101.0,-3.678256011272966
7.0,1.0,102.0,102.0,-3.678139926555437
7.0,1.0,102.0,103.0,-3.6780124210469114
7.0,1.0,102.0,104.0,-3.6781382746687403
7.0,1.0,103.0,101.0,-3.663738362731825
7.0,1.0,103.0,102.0,-3.659615328601128
7.0,1.0,103.0,103.0,-3.6592137315080686
7.0,1.0,103.0,104.0,-3.6598887760676715
7.0,1.0,104.0,101.0,-3.6597842272121994
7.0,1.0,104.0,102.0,-3.660172819233984
7.0,1.0,104.0,103.0,-3.659131772253549
7.0,1.0,104.0,104.0,-3.6597866315053182
7.0,1.0,105.0,101.0,-3.639539858717534
7.0,1.0,105.0,102.0,-3.639633800614232
7.0,1.0,105.0,103.0,-3.639210637791897
7.0,1.0,105.0,104.0,-3.6394570497822176
7.0,2.0,101.0,101.0,-3.5923586774382157
7.0,2.0,101.0,102.0,-3.5908023258880046
7.0,2.0,101.0,103.0,-3.5871996468549567
7.0,2.0,101.0,104.0,-3.587091062298292
7.0,2.0,102.0,101.0,-3.6217478671103174
7.0,2.0,102.0,102.0,-3.6207039614919734
7.0,2.0,102.0,103.0,-3.617935726912306
7.0,2.0,102.0,104.0,-3.619489750635059
7.0,2.0,103.0,101.0,-3.5978749044616998
7.0,2.0,103.0,102.0,-3.5975379966558134
7.0,2.0,103.0,103.0,-3.59688395084279
7.0,2.0,103.0,104.0,-3.603923933884673
