id	filename	md5	size	state
9415696a-44d9-477f-aba3-0a30ded48778	3c3c4741-8eda-46fe-8d36-2cd683f4a987.rna_seq.augmented_star_gene_counts.tsv	499716ba48c06fbb26cfac299f5d70c9	4252245	released
3c2a763c-0f57-4879-842c-674ca5c001c2	44c5f875-a78e-45f0-b60b-c86d68ce6ae2.rna_seq.augmented_star_gene_counts.tsv	a7548655ba1260e8b16e89cac7cd29f8	4224992	released
f0882f2a-8cb7-4a5a-9a75-ed17babc9322	17b4c8c9-ff68-43cd-af95-eba0d20c1f5f.rna_seq.augmented_star_gene_counts.tsv	0d2a66ea4e2b38c6d5174109007d06a1	4222726	released
d08be593-a7c8-4c98-9c72-d5ca5c09b478	791bec90-6f3e-43af-9892-4291e356eb10.rna_seq.augmented_star_gene_counts.tsv	76e888f3fd2fa91dee59644005fad7b8	4249661	released
666b9fe9-861b-495f-8df0-085eea717985	d01941dc-c222-49bc-8be9-11a405e48c6a.rna_seq.augmented_star_gene_counts.tsv	4a5e4b390f322f95a8a35e20ed26e78f	4213257	released
5ffda6da-15d6-471b-8529-809a8b3fceb7	18491da8-9cc9-4983-8afd-123105d81e03.rna_seq.augmented_star_gene_counts.tsv	c9ba4e378ed7f2f035ad41cff1536948	4226859	released
deff76a1-2751-4ef4-b2ed-66d579ed08cf	a9f6fbc2-d9b6-4272-82eb-665705d69ffd.rna_seq.augmented_star_gene_counts.tsv	8d6e0ce918a74a0909525fd6e0cd27e9	4235172	released
c7931f34-6744-42a5-8012-3b3ab7f5339c	39585364-6f4c-4b42-843f-ddca80061eb3.rna_seq.augmented_star_gene_counts.tsv	6eeb2897c3b85ff0c936ad47308853a8	4239548	released
01b92eaa-fefc-476d-ae40-ecd3b8181e42	d0e0f248-d070-41c3-8172-aa6063422ecd.rna_seq.augmented_star_gene_counts.tsv	aa0384ce738f8f9e8c85bd0161a3429d	4223952	released
0ff314c9-c063-4057-92be-7e3ef9917c1f	82b84bdd-4978-4858-9594-1f511a053771.rna_seq.augmented_star_gene_counts.tsv	02fa1be9d081149038ba2dfa1058b46a	4268525	released
10b16fba-8387-4c0d-a787-5c07bd235843	922087f0-f47f-4f91-aa30-c23b5afcce31.rna_seq.augmented_star_gene_counts.tsv	2423d3b252d57748938b7784a9b5e250	4262245	released
a09e2659-22f7-44af-a919-4b32ec863fb7	51a1c9f7-ce64-4e72-a1e8-64d1be808a77.rna_seq.augmented_star_gene_counts.tsv	e5cc567338346cc2b650660ab8ad8d31	4223590	released
dcf0174e-a94b-4bb7-9fcc-f9b224a5ce0b	f9ba2e2b-4d2b-4653-9270-fc99eaf2f37c.rna_seq.augmented_star_gene_counts.tsv	5d7d89f42d99932c497288475b54dcc0	4242574	released
036c61d2-78a5-40fa-b0c3-1892affa379d	5b73ee15-ef19-423e-b576-6488ac16eb0c.rna_seq.augmented_star_gene_counts.tsv	f4c8aca058555bbb0e5c281e148b3167	4221309	released
0d78f236-aa98-4841-8ab7-b8613a504516	f7afc2db-ce98-4501-9756-cb4e48cc9f10.rna_seq.augmented_star_gene_counts.tsv	a4ef3c8af7c9f163fa10c2cb2a9749f4	4258849	released
8c954ffd-7f1a-4b77-85fa-b8721eb05f8b	35e5936c-9722-4a49-9bb3-5c244bd10b13.rna_seq.augmented_star_gene_counts.tsv	3e41230526cf5192e2f6fcbba1b07e6c	4255771	released
e726baa8-2647-4457-ba55-eace8cee3a5f	bea72e1c-de06-48ec-8e34-bd8bbf05a9ec.rna_seq.augmented_star_gene_counts.tsv	fff84854248404920836d34f08fce1af	4231136	released
8f0623d1-c21b-4669-9e3d-0a925e728733	62747279-612a-46c8-88db-60efed611f16.rna_seq.augmented_star_gene_counts.tsv	1da080fc98cd82169676647bf36ccd4a	4252494	released
a1b31026-2dd3-4705-b0a1-f6acc84396a0	ec90d508-4c7f-4741-b8bd-6ef9dbff27e7.rna_seq.augmented_star_gene_counts.tsv	4fb616232ff58703c766c62b82da3d4f	4253959	released
3f612a01-f338-4b62-a47d-e4cd76090a23	374d16d2-73e2-45ad-aaaf-e7aee1197126.rna_seq.augmented_star_gene_counts.tsv	10e19f7c4d54ffd1a134588bcd689f3a	4219643	released
e267ed77-4c8c-4e81-840a-d722bcfed788	d0f8273b-d232-43b1-91d3-c28b8dd43a72.rna_seq.augmented_star_gene_counts.tsv	415f8108cfc8419f20abc162065180c2	4235836	released
92504fe3-2529-4849-96cc-ce9303ca3e6b	76171fe0-c056-431a-bbaa-9f1cc7f78fac.rna_seq.augmented_star_gene_counts.tsv	d7ec835e191725d603349974615e5aa8	4244744	released
023e0879-97cd-40c8-8d65-0d870808b1b1	dfadeb52-c6b5-432f-99bd-a71acaac39e7.rna_seq.augmented_star_gene_counts.tsv	8147ac166e1eeaa1a9c25c1ef74fdcad	4241700	released
375cb74d-1a6e-4c28-9918-3c32403605da	d1c86b8e-664a-40c0-b411-2b0e7b8f32ac.rna_seq.augmented_star_gene_counts.tsv	74fc3ec7acf3ceb66f99953628ccd55f	4231390	released
ef8ed1e1-7d71-4eab-90fe-d08421497cd6	e8cc844b-28c6-4fe8-8505-679a81afcffc.rna_seq.augmented_star_gene_counts.tsv	2c875bc9fc5799d0b42c020518593085	4220029	released
41b80942-819c-49a9-8c01-2e804383f794	7437468e-a9c8-4cec-956f-860b25455c1f.rna_seq.augmented_star_gene_counts.tsv	ae671955f34378f0c70529040392ebbd	4235579	released
df275ebc-48ed-48b8-a46f-30326cea3a58	af032dc7-51da-46c9-98af-733695b1ddf3.rna_seq.augmented_star_gene_counts.tsv	72a30ad6aef37333096b2a62ff1de8f9	4229090	released
4fabd708-c3dd-4acc-8b6a-26557741bb6c	9c907e36-3f15-446f-b08a-0ecda33c5cc1.rna_seq.augmented_star_gene_counts.tsv	cd70839cac3c37c1e93078ff3481af2a	4213367	released
47254c42-77f0-4e52-b93a-60d421349b3c	1a72ff71-1c79-4ced-8e8d-f4e311c58efe.rna_seq.augmented_star_gene_counts.tsv	98cc9bb3defef5dd85967de8aac555fb	4219785	released
1f97ef15-61e1-40b7-86a3-ee5b18286905	293691f0-ce2c-4977-9e32-d96a2a5f2fc6.rna_seq.augmented_star_gene_counts.tsv	0011810be60b2b72a5252e2f0c298ccf	4249999	released
a425bb3e-5207-4545-87cb-08a767fff8a1	7ca9bdb8-add3-4641-aa66-f0c2f16dfb64.rna_seq.augmented_star_gene_counts.tsv	d9861e862db52777403abc79bcf663c6	4223664	released
8583fa2b-2a63-444d-9dbf-caff84ba40a6	8a85eecd-ce5f-40bb-a95a-534abbdc99c5.rna_seq.augmented_star_gene_counts.tsv	1d6ef84d954efd18d702c835428ebfdf	4227435	released
97ec238d-88b4-4e12-9b04-dce8498b41b0	73fd6d31-0bd7-41db-8981-1d399e7a12d5.rna_seq.augmented_star_gene_counts.tsv	92be8ce88e25b2eca9071d0eba37e72c	4238393	released
16b7508c-e33b-4c79-82f7-148736027150	fee6f89e-813f-452b-9c04-48fede0ef6fd.rna_seq.augmented_star_gene_counts.tsv	3552b9937c773636ca1e6d6e6ade1bbc	4237359	released
41216940-5c07-4025-add6-9ba845e87909	664ab536-b2a9-4262-95e2-709103bf9534.rna_seq.augmented_star_gene_counts.tsv	02fe93a56f12f3ea7c8805432f82ef51	4220047	released
c8844800-f7cc-4d32-a7c9-9095bdaf9c32	2c7e58ed-0853-480f-a2d0-5aa6ee94b639.rna_seq.augmented_star_gene_counts.tsv	080b20db232e7d962140ecec694c79a2	4241286	released
98be97ab-dc02-4566-8055-ba2e295d7eeb	d09f31a2-752d-4241-a3bc-4faa2ca85d8a.rna_seq.augmented_star_gene_counts.tsv	82c847894fa798f78cc0a070162acdc4	4216666	released
33bcfac2-da3b-4345-9184-097dcc5b115c	8406dd78-4357-4837-be0d-a4982b5ef157.rna_seq.augmented_star_gene_counts.tsv	d0470779d3dcafdb2bc45c0d72a3c534	4223529	released
6c63e461-a0c9-4b7c-9dba-91ccd7a52116	13681013-029b-49d8-a42a-2e914d4bf610.rna_seq.augmented_star_gene_counts.tsv	05fa0652b101a8e9b53cb23e193ffba6	4211380	released
d8af3627-5eb7-4656-8152-7488bc2c83de	df984661-23c4-4aab-bc46-c79ee677bbe3.rna_seq.augmented_star_gene_counts.tsv	1a6f89dd20fe89e5c1443a8b049631fc	4238773	released
49a5993e-2878-45ea-bdcd-c746d2abfce5	15a570d6-635f-4e37-9204-7c5a3c604e65.rna_seq.augmented_star_gene_counts.tsv	feb36bcb2c18ca42ecab95e9966be37f	4229114	released
fb87474d-caa9-4ec2-96ba-4ea9d44d115f	ba8d0266-8e93-4ce3-9a24-0188ec829ce3.rna_seq.augmented_star_gene_counts.tsv	31482af50263c979e5df73de8bfa7267	4238191	released
9061ba27-abbc-46ab-b785-f7e3d8740cfa	20e72530-f9cc-44d6-81f9-bb7c49f1f7e4.rna_seq.augmented_star_gene_counts.tsv	9a581ccf43e338cec4a2f34c70726653	4246374	released
4d15a2c6-a958-4496-baa2-575acd3ac402	623cdf95-e7ed-4a7a-9af8-54aef17a2475.rna_seq.augmented_star_gene_counts.tsv	842aab23112f9160186be67f9f3369bd	4247077	released
9394076a-cc15-4269-817a-2fd1c91e3c8c	3d21ca63-5295-4ed3-8e2d-7fd93193090a.rna_seq.augmented_star_gene_counts.tsv	a6fd28dee1b2ebd40977658451965965	4235629	released
d3206077-ffc4-4f93-b7d9-8a1652178232	7cec3da4-00ff-412d-aff2-676839872124.rna_seq.augmented_star_gene_counts.tsv	ec724a31b63d9a279b5887c9facc0143	4252041	released
c36b4e92-fd9e-4a36-a56c-fc0b292f9210	bb0fc611-813e-4b9f-a014-2107117302d6.rna_seq.augmented_star_gene_counts.tsv	83b497caaf42448dd9f475ca8e738785	4239329	released
69cf186a-3006-4d3d-a8b1-70b402da0a65	6c45da2d-3b63-41a5-861f-f14040f03686.rna_seq.augmented_star_gene_counts.tsv	7c9457854b4990e8ae41000668d52234	4240190	released
3f237865-cbba-4be3-9c08-c37fa12771cd	5f75e4e9-89f0-49e4-9349-44f9a33ff7cd.rna_seq.augmented_star_gene_counts.tsv	8fa0b2571b21229511305f1d8756a939	4232034	released
170d112d-c64e-4325-9397-a8f942faac6d	f30b81aa-a8e9-4bcd-9dae-a02ea90f33e8.rna_seq.augmented_star_gene_counts.tsv	508dd3f199913fd950c8272c1ea19208	4223033	released
b3ac604f-f7e3-4349-b08d-c90e04c9a0fb	c766524b-c372-49bb-b82d-c48790f82323.rna_seq.augmented_star_gene_counts.tsv	a9a72372e9c8c9cd0ef4b97458981c2f	4234312	released
c1c7ecf9-55b8-4f6c-ae9b-b176ef304cf9	a000eaa7-3dd5-45c0-9e28-17cda7144f2c.rna_seq.augmented_star_gene_counts.tsv	6959279c5177aedb206e1894d1225021	4239402	released
2e1f60b8-b3de-478f-a6c2-543907c8e18b	48852575-9f44-420b-9ce2-919d97905a0b.rna_seq.augmented_star_gene_counts.tsv	0e8df478fae4d585fcdbab766b5e1e06	4241480	released
4e20c639-a91c-4acc-a293-6fd7f5e51f3b	d76dffe0-6762-4ae0-a89e-b25deb47a2f4.rna_seq.augmented_star_gene_counts.tsv	3d4f3ba211c6565b253577f75f4f794a	4254407	released
7cc593e0-16f0-4258-97b9-20999c1b9b9c	910d2cfd-71fd-4ebe-be5f-d15579db6efc.rna_seq.augmented_star_gene_counts.tsv	245482f155e9bab9998a70f8f99af45d	4246017	released
37e5523e-6126-4402-83f7-279eba9574c5	d942811c-b976-4faa-81c5-2475fe50751d.rna_seq.augmented_star_gene_counts.tsv	fde45791a8b2c5696e5efe1e01047937	4209639	released
bc9564d3-a0f8-4315-a6c3-cfaaa02babf6	02d8ff03-2fe1-4988-9586-47726d53a6a5.rna_seq.augmented_star_gene_counts.tsv	0246c2ccbd343d6bda93cecadda9d60e	4248610	released
73d8259f-f94a-4381-8cd1-c8ea6586b942	8678f216-bace-4923-bfa6-6e64bce2ddc3.rna_seq.augmented_star_gene_counts.tsv	5dd4bd0176b459d9f2605468008f1645	4238672	released
fa4d7bf7-cc9a-4b12-839e-8967769c1582	adb70248-8c0e-4d90-b0bd-e4fef3b86e95.rna_seq.augmented_star_gene_counts.tsv	0783acedbc15a9da38c588cda12e1d56	4239333	released
99a28804-dba8-4cae-a214-a9d7582f4e57	fe1143fd-17c3-4653-b033-98df694f6f73.rna_seq.augmented_star_gene_counts.tsv	ebef7ea23237c9c3301fd70483044d7b	4237147	released
832c6f5b-6283-46da-8226-ca5eb9a7742a	d854b2c4-3122-4769-8116-51c99fa163cb.rna_seq.augmented_star_gene_counts.tsv	bb633ab8ee61b5c2b348939d026940ac	4234329	released
5ccef484-52b3-44f4-858f-dd59c7da342f	2a45b3c1-23d9-48b2-9cb1-b3647b7da8ea.rna_seq.augmented_star_gene_counts.tsv	35160861f51189ec6b63d61bbebc2f01	4242288	released
41130016-b816-435d-bded-a69164e9fb73	68cc72cd-0cea-4a49-ab8d-e85ca08837a2.rna_seq.augmented_star_gene_counts.tsv	f93ca6c569d372ce3132e88e68becfbc	4233987	released
a05c1e30-f492-4394-a1cb-d202b2cef2aa	fd7cbb0f-b984-43e6-81a7-dab8bb259209.rna_seq.augmented_star_gene_counts.tsv	5c1e736ef59bb1156dae644a1dabe301	4239501	released
3ae94e2b-1249-4600-8a80-f81f98d3787f	6c931a0e-6526-42fe-8c5d-fb16de0d8a85.rna_seq.augmented_star_gene_counts.tsv	5fd9200f0d3363f4cdc10a6e4ca4fb58	4249273	released
efce70e8-1431-4005-9dac-cf6cced091f7	82eb84ad-379b-4ae9-b7b3-de3e57d76a84.rna_seq.augmented_star_gene_counts.tsv	e28a78b454b9827b1a4e985cf6f93674	4248874	released
620d8364-7892-4239-a03f-400355f23db6	dcb5ed9e-5824-43ec-bc90-87be444530f6.rna_seq.augmented_star_gene_counts.tsv	8f3226a12dd6b6eb0a9f8e955ef11b50	4245559	released
6b94ea5d-006c-4113-807d-93dd53d6ac55	a83e4d9d-a35a-4a36-9d26-681b781ce506.rna_seq.augmented_star_gene_counts.tsv	64c11c8dee912f2effb2d7659330831e	4237320	released
8c564c42-42cd-49e8-bf42-e95ea1bdb5be	85fce7ca-4dfe-4eca-ab8b-1156fbedb772.rna_seq.augmented_star_gene_counts.tsv	c3a1172cd5879bd6273f10afb53e2de1	4243963	released
c186d925-6b25-4bed-8e92-3ff2c6dde31d	e7b0c827-8812-4cb0-aac0-f5856d2d7300.rna_seq.augmented_star_gene_counts.tsv	d858ae02df75930889c92de0c4aa8d3c	4241831	released
d12b7faa-09c7-4c0e-ad41-4631f7747d24	663ba494-c262-4419-b63d-f99a3e01eb5b.rna_seq.augmented_star_gene_counts.tsv	2d9cb5e254580a88f60ba8bac68b31ff	4221210	released
5ceaf07f-74e9-4105-aa72-0f7ef32931dd	74a4fa61-7edb-41e3-a911-16816ac92fae.rna_seq.augmented_star_gene_counts.tsv	a0712710dd8c2d7df1a1f4052034327c	4244620	released
b0eb6fbe-ad4c-4dbb-a0a5-3fedf0966aba	91695a22-b2fe-4323-9307-380f2c00bac5.rna_seq.augmented_star_gene_counts.tsv	5bcd04f36518f396f0cd6fb0a393020a	4250886	released
88c53ec7-916e-4ee5-a23c-52c616b015aa	021e9e16-833a-4b1b-a0f9-c8b80a14ecff.rna_seq.augmented_star_gene_counts.tsv	514bce979eb5da3d0ff6eb057fa7a8dd	4243636	released
e523c375-f64a-4904-af5c-3da6d2d4f59a	d48466f5-2fbe-455a-9e19-2277f71983d5.rna_seq.augmented_star_gene_counts.tsv	de52519b879bbdab17b111159c6ae238	4231350	released
1d970f75-011a-4fc6-a151-1ad62e016c35	0c792398-8789-4708-bc3a-73b0bde80175.rna_seq.augmented_star_gene_counts.tsv	1ca1d48901cb0892928d74ba26237016	4215959	released
d79c97d7-9fcd-4631-9051-a219bf2495c7	130f6905-2d83-425a-950f-50bd8a0cc42e.rna_seq.augmented_star_gene_counts.tsv	fd138686396987d23b84571fb0e33ff7	4201164	released
a7ff797b-4601-47a3-8909-20c23b4ecc60	e7f27690-8071-4923-bc18-35eba10113a9.rna_seq.augmented_star_gene_counts.tsv	6e53d5dbb41afc7ee795ef292c1a9921	4228539	released
d148f481-a38c-481e-b0c0-cdad04cbf3ba	304d1c41-8a4b-4068-ab27-8cea5a065e80.rna_seq.augmented_star_gene_counts.tsv	259013d218d3ec3ce2284a351ac986bc	4228974	released
7b0ba77b-5af5-4529-995a-18ef231c0b41	74e2edb8-5d55-48b2-a24d-2d76db8a04bd.rna_seq.augmented_star_gene_counts.tsv	635da9ce84041f1b10535be62027d639	4230243	released
b42616c7-d6dc-49aa-9c5e-17f7ab1e2b99	34f43fb5-ca59-4455-ae07-f987bdb9a8e0.rna_seq.augmented_star_gene_counts.tsv	bd44d6068e0d2301eb113111b2531fe1	4206665	released
3ebf5ee0-d140-4a74-bc20-51a7ee98cd2e	f9862bd4-4530-4ba9-b940-658d39907222.rna_seq.augmented_star_gene_counts.tsv	37b3a7e723021d89b468c87101fcda59	4198119	released
d681e616-e248-47b9-a966-6e5132c3c818	37d341cf-24de-4af2-9a2b-ee801c416ec8.rna_seq.augmented_star_gene_counts.tsv	ef96f0d85cfa1d1401d5aa91c5d086f6	4208142	released
37b6b698-b9d0-4efd-b8fa-410803ff43f7	d12f92f8-960c-4969-adec-fa55ce64fbee.rna_seq.augmented_star_gene_counts.tsv	620bbc65282a372d78d870d6962fade2	4199259	released
4222f092-b07a-42a9-8f97-c89545790942	e1ac88db-c63b-405a-bf22-0c02eab7ecff.rna_seq.augmented_star_gene_counts.tsv	25fc6bc8ca46dc12b57d9ca6520f68fc	4212687	released
b9c29a6a-5d54-46c1-a92b-beb8d0d3ea15	3e391ede-f7b1-46ef-ae6e-24cfed805095.rna_seq.augmented_star_gene_counts.tsv	4f8ead0f70fdc547cdf9b10274de56b6	4232124	released
276aeda4-33d9-45c4-abe5-734da78a78ea	ddc9ddb7-8686-4cd7-8f81-71ff37c8203e.rna_seq.augmented_star_gene_counts.tsv	aee381856a2d9a3e0671b34bfc455d15	4184330	released
beb0cc9b-4bfd-40e2-85d0-c7f80924aa44	00922fb6-95ec-458b-9f4e-9811cbb643eb.rna_seq.augmented_star_gene_counts.tsv	b8673981bc3b9836f807c2472bbccd63	4207414	released
216abb23-24f6-483a-9295-afc8732236b7	26afaa53-4039-4efd-a008-9578dea6a301.rna_seq.augmented_star_gene_counts.tsv	afde3cfa13c93ab63b04d0057a03d3a0	4203737	released
b73b5094-7b4f-4de7-bf89-5e9aa440e6af	7dcf88b1-efbf-4d15-8702-c089871ec52e.rna_seq.augmented_star_gene_counts.tsv	ed8910571580128a028652ce3ba6abfe	4221527	released
1c7d0c48-1ff5-4de3-9e47-ad3a67dde79a	850c83fc-adb5-4f71-bba6-006022c4f4c5.rna_seq.augmented_star_gene_counts.tsv	460981f6848d34eb8078c69f83cc4670	4189743	released
3ec5342f-740b-452b-8e13-87d81a36060c	8dbf5d9d-67b7-4107-a596-6af42710b7b6.rna_seq.augmented_star_gene_counts.tsv	7dcb5e09abc02c2a631705f140f25d25	4234723	released
ab3f65bf-14b3-45be-8e6a-28855d9a8beb	2aa9348e-e78c-4af8-9aa1-ac2a0771ea7c.rna_seq.augmented_star_gene_counts.tsv	c0db80238bafbcd9b7a3f7fce8ba67b3	4233423	released
9054cd54-9088-455d-aef6-f2a7ae1ba3e1	51370984-04a3-4b46-9627-a346c2af69c6.rna_seq.augmented_star_gene_counts.tsv	4ca0abfdfb3fbc49689cc7ae8d865f32	4230146	released
94449598-9604-4b06-b647-57b2d015af88	96e154ab-2822-4477-990e-4b65e6d1432b.rna_seq.augmented_star_gene_counts.tsv	3c8e474ac3f778c61781933e95cd8b4b	4198563	released
5bec0dff-25e9-422b-ba9b-e718aa8e3f64	72d9b028-1c20-4835-a7f9-882e5dd80797.rna_seq.augmented_star_gene_counts.tsv	1af3708df5e71b7fe860750cebb2bd3e	4223593	released
fa9e7839-a49f-4d7b-b7e0-b1a492511e0f	2bbc05dc-29d8-4f22-8011-48b9cd2f4360.rna_seq.augmented_star_gene_counts.tsv	be2b9c8e9e2611c17d3a47fa52771d92	4232560	released
a6086929-603b-4bd5-8214-fc925ff38293	e089d94c-a4d2-44ff-b8e7-2fa6838f0bc5.rna_seq.augmented_star_gene_counts.tsv	436ef01ff8e3d398f0856dfda978a0a9	4228129	released
a150bfbe-72d3-42a3-b87f-842399d3c541	71adf9b8-e04d-454a-814e-855aa2f106d6.rna_seq.augmented_star_gene_counts.tsv	d75d63703a0cbeda00fdadc88af9fede	4205837	released
d944f6f9-8616-4cee-9672-a5e249d8ee0b	37f52ca5-99ff-44e5-8753-ea97dab7f958.rna_seq.augmented_star_gene_counts.tsv	0e89b14b3bb22459c6db4e9158020bd4	4230103	released
22fa5d91-428b-42b0-a5b0-f0729aee9635	382cce5b-8d34-481d-b746-d1defc817a08.rna_seq.augmented_star_gene_counts.tsv	e2107197a6d7fbf68d2aad0038898092	4204543	released
99ce0e9b-b1c8-4adf-8529-393068fa8f69	4d335987-6d71-4ef3-9655-e33fe642d381.rna_seq.augmented_star_gene_counts.tsv	3eab82e3a1e3eaec5fc7256214e9f1bf	4218951	released
735ebb00-3320-4307-a69b-a10992adbdab	66697b8e-4ffe-4ed5-933f-1d11eda9a7d5.rna_seq.augmented_star_gene_counts.tsv	c5f15987386c8ec157d6ccdecdee49a3	4187852	released
9bf8d5f6-47e8-4c92-b67c-4de0bcdfeab1	04a9005f-3104-49f0-a957-dd77c3c60679.rna_seq.augmented_star_gene_counts.tsv	cdfe2ae1583a0e30157fc29d816da159	4217093	released
ab6a5e24-de1a-446e-bf4c-38e7a5bb14a3	9d285856-ea63-4cf3-9827-fbd6d8cbfae8.rna_seq.augmented_star_gene_counts.tsv	42e3fc81aba1d8165ae7bb423718d69a	4239473	released
44ecb36d-5821-4934-9305-f1d93c9ebb01	e66cc51e-3029-4568-b546-6278e993189f.rna_seq.augmented_star_gene_counts.tsv	66b596eb2b9614de5c7c38fbb5615a04	4235400	released
f7454104-308f-4c39-b21d-f5586989dffe	eef24168-16c3-4e0e-a184-54dac583871f.rna_seq.augmented_star_gene_counts.tsv	7e85493cb6cd5b220cc007dafbc8de42	4230103	released
305004c6-214c-467a-828d-69bb76bfe1ee	30b233b9-eecf-47d7-8d59-f381144b384a.rna_seq.augmented_star_gene_counts.tsv	3f1e018b5c30b3a9584528a6409706d1	4231040	released
4fec9601-c92b-4473-8e2f-9ca82c5b2d70	bd56bbdb-4c29-4ff3-a238-31f1986bb061.rna_seq.augmented_star_gene_counts.tsv	c24472c4ef23ef22021db6d11d16e419	4252594	released
69d56598-3b9f-4afe-afd5-eb72515e66ce	1e4f7535-f8e7-4f5f-a38e-2c6b6dd7822a.rna_seq.augmented_star_gene_counts.tsv	53cf3c32a674aa7b86007b5344b0b070	4230627	released
16ec8d0a-f9e3-44b9-af68-6058fb2ef491	a0255182-fddd-4356-b421-d7aceb3463ab.rna_seq.augmented_star_gene_counts.tsv	172f9e6ab3a30d2d7a1f03e83afb009e	4233920	released
19decb3c-c29a-42d7-ad10-bc7381ba865c	b41f1c27-3b35-42c4-b0c2-d8c5fac98739.rna_seq.augmented_star_gene_counts.tsv	3a52c86630dd89a2c7143a29b7e7cd9a	4243376	released
95ba2a40-e6c6-4011-975f-841a0a33daa8	ded55167-c423-43e5-8bd8-62aa4041d4de.rna_seq.augmented_star_gene_counts.tsv	dd60db6629527c348cda9377c0fa6c82	4237926	released
2d42c8bc-27e6-41fe-9ae8-a6b97b73c012	aeea19c3-cc16-4628-8feb-48eab41756d1.rna_seq.augmented_star_gene_counts.tsv	198656dee054786991dd2a73c3fc2564	4241836	released
85c00f8a-8045-406e-bf3d-0a6af502a2f3	bf821500-0f0c-4917-bca5-23127d5794c9.rna_seq.augmented_star_gene_counts.tsv	85837e782e33efab3573e8de53fcfe2b	4248472	released
7842a373-7951-4fad-ad76-601a1ea04629	f4c532b2-542b-4281-a7c7-3f415edc98c8.rna_seq.augmented_star_gene_counts.tsv	4a6a7e8554a071f9bb4d6d97e0b14067	4243248	released
806937fc-aac4-4980-b2b6-9e42ba271b14	aa9b3cbd-3d49-4eff-973f-b98fd9bc2c5f.rna_seq.augmented_star_gene_counts.tsv	f1f6074fb45f07d6bc97e1fa591c2a3b	4249210	released
737a481e-c326-4f1c-b421-813eb0d83fd7	0a0399ee-1351-48d3-acc9-17c18aa74a93.rna_seq.augmented_star_gene_counts.tsv	5c9c18e5983bbc3fa97ae1276a6c1f21	4238256	released
c22befb2-048c-4abd-bf31-bf3f989a706d	d09631c8-2101-4c0f-a266-7a1e87e7c8ce.rna_seq.augmented_star_gene_counts.tsv	6a321b14af940f565629b8cd22114766	4238787	released
64a05ecc-11c9-40fc-98ab-81bcf0f57ec1	df612b62-dc9a-4d75-a352-12d2314dc25d.rna_seq.augmented_star_gene_counts.tsv	5dbd4a019e2666f3a665a1fad654ab50	4248458	released
19290ac2-8d03-4964-b3b8-39c1442e727f	b563c4c6-9e51-4f72-b632-e5c670595c96.rna_seq.augmented_star_gene_counts.tsv	05d7f205d8c8bff23240575f4fda29c1	4258282	released
516a0d9d-f9a7-4ee7-ae03-be17df4564d9	912a4bc8-417f-4dad-873d-c7e2ec889c91.rna_seq.augmented_star_gene_counts.tsv	3929be4b3e91eecc41ac1dc863de5723	4239780	released
eec647b2-a600-43a9-9d49-19e415c7037e	57313156-a5de-4f70-8c36-d1014909e8da.rna_seq.augmented_star_gene_counts.tsv	0e3a54fba674bcc7ed149b0417ac2152	4240222	released
