,AIR_TIME,DISTANCE,origin,dest
23655,178.0,1199,3,25
23656,147.0,1069,23,25
23662,104.0,746,3,30
23671,206.0,1476,24,25
23675,174.0,1476,25,24
23676,206.0,1476,24,25
23677,71.0,589,25,27
23678,87.0,589,27,25
23682,120.0,1014,25,11
23683,148.0,1014,11,25
23698,132.0,1199,25,3
23746,163.0,1476,25,24
23770,134.0,1069,25,23
23784,174.0,1491,25,15
23785,216.0,1491,15,25
23786,80.0,641,25,26
23839,95.0,641,26,25
23862,175.0,1476,25,24
23863,208.0,1476,24,25
23877,105.0,746,30,3
23948,96.0,775,25,4
23949,113.0,775,4,25
24000,156.0,1337,25,20
24001,185.0,1337,20,25
24002,77.0,524,25,16
24003,68.0,524,16,25
24013,83.0,692,25,18
24014,103.0,692,18,25
24024,92.0,746,3,30
24028,172.0,1476,25,24
24029,141.0,1201,25,19
24068,122.0,746,30,3
24076,72.0,589,25,27
24079,95.0,589,27,25
24264,138.0,1337,25,20
24265,213.0,1337,20,25
24266,165.0,1476,25,24
24283,190.0,1199,3,25
24301,119.0,1199,25,3
24302,98.0,746,3,30
24303,109.0,746,30,3
24324,110.0,641,26,25
24353,119.0,1069,25,23
24392,174.0,1069,23,25
24395,108.0,775,25,4
24396,111.0,775,4,25
24406,156.0,1476,25,24
24407,246.0,1476,24,25
24410,167.0,1491,25,15
24411,246.0,1491,15,25
24412,83.0,641,25,26
24456,268.0,1476,24,25
24499,122.0,1132,25,6
24500,165.0,1132,6,25
24501,73.0,692,25,18
24502,119.0,692,18,25
24518,112.0,1014,25,11
24519,166.0,1014,11,25
24647,246.0,1476,24,25
24649,152.0,1476,25,24
24653,159.0,1476,25,24
24654,240.0,1476,24,25
24692,152.0,1476,25,24
24693,230.0,1476,24,25
24750,97.0,641,26,25
24772,121.0,1201,25,19
24773,214.0,1201,19,25
24818,182.0,1199,3,25
24822,106.0,775,25,4
24823,102.0,775,4,25
24828,100.0,746,3,30
25070,256.0,1476,24,25
25099,100.0,746,3,30
25159,182.0,1199,3,25
25190,91.0,641,25,26
25198,109.0,746,30,3
25512,159.0,1476,25,24
25513,222.0,1476,24,25
25516,140.0,1199,25,3
25517,95.0,746,3,30
25560,175.0,1199,3,25
25568,111.0,746,30,3
25571,91.0,641,26,25
25886,186.0,1199,3,25
25890,153.0,1476,25,24
25891,214.0,1476,24,25
25894,88.0,641,25,26
25895,103.0,641,26,25
25919,159.0,1199,25,3
26324,161.0,1476,25,24
26325,229.0,1476,24,25
26745,92.0,775,25,4
26746,118.0,775,4,25
26747,172.0,1476,25,24
26748,201.0,1476,24,25
26751,85.0,641,25,26
26752,100.0,641,26,25
27166,91.0,563,25,29
27167,79.0,563,29,25
27178,167.0,1476,25,24
27179,203.0,1476,24,25
27180,82.0,641,25,26
27181,105.0,641,26,25
27182,82.0,641,25,26
27185,55.0,349,25,1
27186,54.0,349,1,25
27196,93.0,589,27,25
27254,163.0,1199,3,25
27255,149.0,1337,25,20
27256,181.0,1337,20,25
27279,212.0,1476,24,25
27282,166.0,1476,25,24
27284,105.0,746,30,3
27314,79.0,524,25,16
27315,79.0,524,16,25
27328,99.0,641,26,25
27336,141.0,1201,25,19
27346,172.0,1201,19,25
27352,139.0,1199,25,3
27378,163.0,1476,25,24
27379,204.0,1476,24,25
27383,74.0,589,25,27
27411,104.0,746,3,30
27423,135.0,1154,25,21
27424,159.0,1154,21,25
27472,94.0,775,25,4
27473,117.0,775,4,25
27596,101.0,641,26,25
27625,174.0,1476,25,24
27626,205.0,1476,24,25
27644,200.0,1199,3,25
27647,70.0,455,25,7
27648,64.0,455,7,25
27649,87.0,641,25,26
27673,163.0,1476,25,24
27674,209.0,1476,24,25
27675,167.0,1476,25,24
27681,218.0,1476,24,25
27682,177.0,1491,25,15
27683,219.0,1491,15,25
27710,111.0,746,30,3
27715,128.0,1199,25,3
27768,119.0,1014,25,11
27769,170.0,1014,11,25
27820,122.0,1069,25,23
27821,155.0,1069,23,25
27862,98.0,746,3,30
27912,101.0,775,25,4
27913,111.0,775,4,25
27960,147.0,1337,25,20
27961,205.0,1337,20,25
27962,90.0,692,25,18
27963,103.0,692,18,25
27966,122.0,1132,25,6
27967,178.0,1132,6,25
28000,138.0,1201,25,19
28014,199.0,1199,3,25
28019,131.0,1199,25,3
28026,74.0,589,25,27
28031,174.0,1201,19,25
28050,103.0,641,26,25
28058,89.0,641,25,26
28067,228.0,1476,24,25
28080,95.0,589,27,25
28084,163.0,1476,25,24
28085,236.0,1476,24,25
28096,154.0,1476,25,24
28097,245.0,1476,24,25
28101,123.0,746,30,3
28115,93.0,524,25,16
28116,68.0,524,16,25
28149,98.0,746,3,30
28168,111.0,775,25,4
28169,102.0,775,4,25
28187,54.0,349,25,1
28188,55.0,349,1,25
28337,154.0,1337,25,20
28338,216.0,1337,20,25
28339,93.0,641,25,26
28340,92.0,641,26,25
28352,72.0,455,25,7
28353,64.0,455,7,25
28369,120.0,1069,25,23
28385,183.0,1199,3,25
28388,92.0,641,25,26
28400,158.0,1476,25,24
28401,234.0,1476,24,25
28402,157.0,1476,25,24
28415,160.0,1491,25,15
28416,245.0,1491,15,25
28418,87.0,641,26,25
28456,232.0,1476,24,25
28476,157.0,1476,25,24
28477,228.0,1476,24,25
28484,130.0,746,30,3
28490,98.0,746,3,30
28503,169.0,1069,23,25
28531,134.0,1199,25,3
28649,111.0,775,25,4
28650,100.0,775,4,25
28692,143.0,1132,25,6
28693,172.0,1132,6,25
28694,84.0,692,25,18
28695,105.0,692,18,25
28698,148.0,1337,25,20
28699,187.0,1337,20,25
28715,167.0,1201,19,25
28717,171.0,1199,3,25
28724,165.0,1476,25,24
28725,220.0,1476,24,25
28726,168.0,1476,25,24
28732,144.0,1201,25,19
28737,101.0,641,26,25
28756,217.0,1476,24,25
28787,140.0,746,30,3
28794,134.0,1154,25,21
28795,159.0,1154,21,25
28814,80.0,563,25,29
28815,83.0,563,29,25
28838,84.0,524,25,16
28839,67.0,524,16,25
28840,89.0,641,25,26
28851,135.0,1199,25,3
28866,54.0,349,25,1
28867,57.0,349,1,25
28926,85.0,746,3,30
28929,84.0,589,27,25
28961,172.0,1476,25,24
28962,209.0,1476,24,25
28974,73.0,589,25,27
29041,101.0,775,25,4
29042,111.0,775,4,25
29124,150.0,1337,25,20
29125,196.0,1337,20,25
29126,85.0,641,25,26
29127,97.0,641,26,25
29156,208.0,1476,24,25
29197,134.0,1069,25,23
29198,158.0,1069,23,25
29204,171.0,1476,25,24
29205,207.0,1476,24,25
29212,173.0,1491,25,15
29213,204.0,1491,15,25
29214,86.0,641,25,26
29220,174.0,1199,3,25
29272,97.0,641,26,25
29298,139.0,1199,25,3
29305,193.0,1476,25,24
29311,174.0,1476,25,24
29312,211.0,1476,24,25
29313,65.0,455,25,7
29314,69.0,455,7,25
29371,91.0,746,3,30
29383,110.0,746,30,3
29425,125.0,1014,25,11
29426,144.0,1014,11,25
29451,100.0,775,25,4
29452,102.0,775,4,25
29531,128.0,1132,25,6
29532,151.0,1132,6,25
29547,160.0,1337,25,20
29548,190.0,1337,20,25
29549,89.0,692,25,18
29550,104.0,692,18,25
29590,99.0,746,30,3
29623,96.0,641,26,25
29624,147.0,1069,23,25
29629,141.0,1069,25,23
29635,174.0,1476,25,24
29636,200.0,1476,24,25
29637,79.0,589,25,27
29638,87.0,589,27,25
29643,74.0,524,25,16
29644,71.0,524,16,25
29657,126.0,1014,25,11
29658,149.0,1014,11,25
29670,82.0,641,25,26
29683,184.0,1491,25,15
29684,214.0,1491,15,25
29689,174.0,1476,25,24
29710,201.0,1476,24,25
29723,106.0,746,3,30
29733,170.0,1199,3,25
29758,143.0,1199,25,3
29815,180.0,1476,25,24
29816,196.0,1476,24,25
29889,104.0,775,25,4
29890,107.0,775,4,25
29926,162.0,1337,25,20
29927,189.0,1337,20,25
29928,85.0,692,25,18
29929,99.0,692,18,25
29942,71.0,349,25,1
29943,59.0,349,1,25
29997,162.0,1476,25,24
30011,130.0,1154,25,21
30012,174.0,1154,21,25
30024,147.0,1201,25,19
30054,100.0,641,26,25
30070,77.0,524,25,16
30071,87.0,524,16,25
30074,200.0,1476,24,25
30075,79.0,589,25,27
30078,99.0,589,27,25
30086,141.0,1199,25,3
30105,108.0,746,3,30
30122,122.0,775,25,4
30123,103.0,775,4,25
30125,178.0,1201,19,25
30137,104.0,746,30,3
30170,175.0,1199,3,25
30180,95.0,563,25,29
30181,85.0,563,29,25
30182,92.0,641,25,26
30230,173.0,1476,25,24
30231,213.0,1476,24,25
30341,172.0,1476,25,24
30342,208.0,1476,24,25
30360,157.0,1337,25,20
30361,205.0,1337,20,25
30362,95.0,641,25,26
30363,98.0,641,26,25
30419,218.0,1476,24,25
30420,178.0,1491,25,15
30421,235.0,1491,15,25
30422,80.0,641,25,26
30455,134.0,1199,25,3
30473,104.0,746,3,30
30479,119.0,1014,25,11
30480,163.0,1014,11,25
30491,168.0,1476,25,24
30497,130.0,1069,25,23
30498,153.0,1069,23,25
30499,64.0,455,25,7
30500,73.0,455,7,25
30503,173.0,1476,25,24
30504,210.0,1476,24,25
30590,98.0,641,26,25
30596,109.0,746,30,3
30618,170.0,1476,25,24
30619,215.0,1476,24,25
30654,173.0,1199,3,25
30655,133.0,1132,25,6
30656,157.0,1132,6,25
30721,103.0,775,25,4
30722,112.0,775,4,25
30759,90.0,692,25,18
30760,104.0,692,18,25
30768,158.0,1337,25,20
30769,189.0,1337,20,25
30790,59.0,349,25,1
30791,56.0,349,1,25
30805,73.0,589,25,27
30808,100.0,589,27,25
30836,158.0,1476,25,24
30839,101.0,641,26,25
30863,81.0,641,25,26
30879,132.0,1199,25,3
30903,128.0,1154,25,21
30904,173.0,1154,21,25
30910,214.0,1476,24,25
30915,102.0,746,3,30
30932,164.0,1476,25,24
30933,225.0,1476,24,25
30957,140.0,1201,25,19
30958,188.0,1199,3,25
30983,81.0,563,25,29
30984,79.0,563,29,25
31014,115.0,746,30,3
31043,161.0,1476,25,24
31044,220.0,1476,24,25
31083,176.0,1201,19,25
31148,94.0,775,25,4
31149,108.0,775,4,25
31189,144.0,1337,25,20
31190,197.0,1337,20,25
31191,80.0,641,25,26
31192,103.0,641,26,25
31195,80.0,524,25,16
31196,74.0,524,16,25
31204,130.0,1199,25,3
31205,98.0,746,3,30
31237,220.0,1476,24,25
31257,98.0,641,26,25
31282,118.0,1014,25,11
31283,157.0,1014,11,25
31304,128.0,1069,25,23
31324,170.0,1491,25,15
31325,224.0,1491,15,25
31326,78.0,641,25,26
31332,125.0,1132,25,6
31333,159.0,1132,6,25
31341,161.0,1476,25,24
31342,220.0,1476,24,25
31343,171.0,1476,25,24
31344,184.0,1199,3,25
31345,166.0,1069,23,25
31359,66.0,455,25,7
31360,66.0,455,7,25
31390,164.0,1476,25,24
31391,217.0,1476,24,25
31404,119.0,746,30,3
31541,100.0,775,25,4
31542,115.0,775,4,25
31575,182.0,1337,25,20
31576,201.0,1337,20,25
31590,77.0,692,25,18
31591,108.0,692,18,25
31611,195.0,1201,19,25
31640,181.0,1199,3,25
31658,108.0,746,30,3
31681,136.0,1201,25,19
31685,124.0,1154,25,21
31686,174.0,1154,21,25
31694,154.0,1476,25,24
31695,241.0,1476,24,25
31726,58.0,349,25,1
31727,50.0,349,1,25
31732,104.0,641,26,25
31755,217.0,1476,24,25
31759,159.0,1476,25,24
31787,73.0,589,25,27
31790,97.0,589,27,25
31801,98.0,746,3,30
31807,131.0,1199,25,3
31842,184.0,1476,25,24
31843,229.0,1476,24,25
31844,80.0,524,25,16
31845,68.0,524,16,25
31858,90.0,563,25,29
31859,78.0,563,29,25
31860,86.0,641,25,26
31934,101.0,775,25,4
31999,151.0,1337,25,20
32000,210.0,1337,20,25
32001,84.0,641,25,26
32002,100.0,641,26,25
32028,162.0,1476,25,24
32029,224.0,1476,24,25
32089,121.0,1014,25,11
32090,162.0,1014,11,25
32148,163.0,1491,25,15
32149,235.0,1491,15,25
32150,91.0,641,25,26
32156,131.0,1199,25,3
32157,109.0,746,3,30
32179,247.0,1476,24,25
32190,152.0,1476,25,24
32191,230.0,1476,24,25
32192,158.0,1476,25,24
32221,117.0,1069,25,23
32222,179.0,1069,23,25
32285,98.0,641,26,25
32312,178.0,1199,3,25
32330,123.0,746,30,3
32359,106.0,775,25,4
32360,111.0,775,4,25
32424,134.0,1132,25,6
32425,173.0,1132,6,25
32428,68.0,455,25,7
32429,67.0,455,7,25
32438,146.0,1337,25,20
32439,206.0,1337,20,25
32440,82.0,692,25,18
32441,112.0,692,18,25
32450,165.0,1069,23,25
32455,162.0,1476,25,24
32476,160.0,1476,25,24
32477,217.0,1476,24,25
32478,126.0,1069,25,23
32509,101.0,746,3,30
32523,75.0,589,25,27
32524,88.0,589,27,25
32536,114.0,746,30,3
32551,97.0,641,26,25
32613,221.0,1476,24,25
32614,162.0,1491,25,15
32615,234.0,1491,15,25
32616,90.0,641,25,26
32644,143.0,1199,25,3
32673,176.0,1199,3,25
32695,127.0,1014,25,11
32696,151.0,1014,11,25
32776,102.0,775,25,4
32777,100.0,775,4,25
32834,152.0,1337,25,20
32835,206.0,1337,20,25
32836,80.0,692,25,18
32837,104.0,692,18,25
32845,82.0,524,25,16
32846,75.0,524,16,25
32858,227.0,1476,24,25
32875,170.0,1476,25,24
32876,216.0,1476,24,25
32877,91.0,563,25,29
32878,74.0,563,29,25
32879,71.0,589,25,27
32902,181.0,1201,19,25
32916,95.0,589,27,25
32917,94.0,641,25,26
32944,75.0,524,25,16
32945,74.0,524,16,25
32949,55.0,349,25,1
32950,49.0,349,1,25
32989,143.0,1201,25,19
32992,163.0,1476,25,24
32993,219.0,1476,24,25
33017,97.0,746,3,30
33023,96.0,641,26,25
33083,161.0,1476,25,24
33093,137.0,1199,25,3
33117,130.0,1154,25,21
33118,166.0,1154,21,25
33120,184.0,1199,3,25
33137,121.0,746,30,3
33256,112.0,775,25,4
33257,107.0,775,4,25
33259,151.0,1337,25,20
33260,198.0,1337,20,25
33261,108.0,641,25,26
33262,91.0,641,26,25
33289,122.0,1014,25,11
33290,153.0,1014,11,25
33300,175.0,1199,3,25
33324,139.0,1199,25,3
33340,94.0,641,26,25
33375,158.0,1476,25,24
33376,230.0,1476,24,25
33377,168.0,1476,25,24
33378,137.0,1132,25,6
33379,164.0,1132,6,25
33452,159.0,1476,25,24
33453,214.0,1476,24,25
33476,119.0,746,30,3
33482,95.0,746,3,30
33483,125.0,1069,25,23
33484,171.0,1069,23,25
33485,68.0,455,25,7
33486,96.0,455,7,25
33509,215.0,1476,24,25
33510,161.0,1491,25,15
33511,227.0,1491,15,25
33512,87.0,641,25,26
33601,106.0,775,25,4
33602,105.0,775,4,25
33675,153.0,1337,25,20
33676,209.0,1337,20,25
33677,84.0,692,25,18
33678,110.0,692,18,25
33698,98.0,746,3,30
33712,90.0,563,25,29
33713,76.0,563,29,25
33714,127.0,641,25,26
33725,192.0,1201,19,25
33756,73.0,589,25,27
33788,229.0,1476,24,25
33792,138.0,1199,25,3
33822,163.0,1476,25,24
33823,221.0,1476,24,25
33835,145.0,1201,25,19
33913,96.0,589,27,25
33914,100.0,641,26,25
33931,164.0,1476,25,24
33937,125.0,746,30,3
33941,181.0,1199,3,25
33985,128.0,1154,25,21
33986,165.0,1154,21,25
33994,58.0,349,25,1
33995,52.0,349,1,25
34051,108.0,775,25,4
34052,111.0,775,4,25
34099,82.0,524,25,16
34100,76.0,524,16,25
34104,159.0,1337,25,20
34105,194.0,1337,20,25
34106,102.0,641,25,26
34107,98.0,641,26,25
34126,93.0,641,26,25
34146,68.0,455,25,7
34147,75.0,455,7,25
34170,122.0,746,30,3
34196,98.0,746,3,30
34210,132.0,1069,25,23
34227,165.0,1476,25,24
34252,180.0,1199,3,25
34253,161.0,1069,23,25
34288,176.0,1491,25,15
34289,222.0,1491,15,25
34290,102.0,641,25,26
34300,138.0,1199,25,3
34318,221.0,1476,24,25
34339,134.0,1132,25,6
34340,163.0,1132,6,25
34364,121.0,1014,25,11
34365,152.0,1014,11,25
34373,172.0,1476,25,24
34374,237.0,1476,24,25
34441,108.0,775,25,4
34442,107.0,775,4,25
34474,156.0,1337,25,20
34475,196.0,1337,20,25
34476,81.0,692,25,18
34477,112.0,692,18,25
34498,79.0,589,25,27
34501,110.0,589,27,25
34502,189.0,1201,19,25
34540,99.0,746,3,30
34545,187.0,1199,3,25
34597,144.0,1199,25,3
34604,118.0,746,30,3
34616,220.0,1476,24,25
34646,147.0,1201,25,19
34663,88.0,641,25,26
34669,102.0,641,26,25
34791,174.0,1337,25,20
34967,158.0,1476,25,24
34968,235.0,1476,24,25
34969,174.0,1476,25,24
34991,129.0,1014,25,11
34992,153.0,1014,11,25
34995,111.0,746,30,3
35058,159.0,1476,25,24
35059,227.0,1476,24,25
35076,176.0,1199,3,25
35078,87.0,641,26,25
35090,136.0,1069,25,23
35091,172.0,1069,23,25
35092,64.0,455,25,7
35093,67.0,455,7,25
35099,160.0,1337,25,20
35100,195.0,1337,20,25
35141,153.0,1199,25,3
35142,108.0,746,3,30
35156,163.0,1491,25,15
35157,234.0,1491,15,25
35158,85.0,641,25,26
35175,114.0,775,25,4
35176,105.0,775,4,25
35234,158.0,1132,25,6
35235,153.0,1132,6,25
35237,87.0,692,25,18
35238,102.0,692,18,25
35372,69.0,589,25,27
35373,88.0,589,27,25
35379,167.0,1069,23,25
35393,224.0,1476,24,25
35402,121.0,746,30,3
35408,92.0,746,3,30
35412,122.0,1014,25,11
35413,160.0,1014,11,25
35418,128.0,1199,25,3
35433,167.0,1476,25,24
35462,188.0,1199,3,25
35503,156.0,1476,25,24
35511,88.0,641,25,26
35561,103.0,641,26,25
35608,119.0,1069,25,23
35631,106.0,775,25,4
35632,107.0,775,4,25
35652,147.0,1337,25,20
35653,207.0,1337,20,25
35654,78.0,692,25,18
35655,105.0,692,18,25
35665,74.0,524,25,16
35666,70.0,524,16,25
35766,140.0,1199,25,3
35789,137.0,1201,25,19
35794,92.0,746,3,30
35796,170.0,1476,25,24
35797,216.0,1476,24,25
35798,79.0,524,25,16
35799,72.0,524,16,25
35816,137.0,1154,25,21
35817,182.0,1154,21,25
35841,238.0,1476,24,25
35854,91.0,589,27,25
35871,172.0,1199,3,25
35888,81.0,563,25,29
35889,82.0,563,29,25
35890,79.0,641,25,26
35907,124.0,746,30,3
35928,178.0,1476,25,24
35929,217.0,1476,24,25
35930,105.0,641,26,25
35940,164.0,1476,25,24
35941,173.0,1201,19,25
35944,60.0,349,25,1
35945,51.0,349,1,25
35959,76.0,589,25,27
36034,88.0,775,25,4
36035,110.0,775,4,25
36091,164.0,1337,25,20
36092,206.0,1337,20,25
36093,80.0,641,25,26
36094,110.0,641,26,25
36197,215.0,1199,3,25
36198,121.0,1132,25,6
36199,186.0,1132,6,25
36230,181.0,1476,25,24
36231,217.0,1476,24,25
36232,165.0,1476,25,24
36246,122.0,746,30,3
36262,84.0,641,25,26
36286,149.0,1337,25,20
36287,216.0,1337,20,25
36293,110.0,641,26,25
36309,121.0,1014,25,11
36310,172.0,1014,11,25
36328,117.0,1069,25,23
36329,176.0,1069,23,25
36330,74.0,692,25,18
36331,100.0,692,18,25
36336,218.0,1476,24,25
36398,96.0,775,25,4
36399,118.0,775,4,25
36412,129.0,1199,25,3
36413,95.0,746,3,30
36596,200.0,1199,3,25
36603,88.0,563,25,29
36604,75.0,563,29,25
36614,141.0,1337,25,20
36615,221.0,1337,20,25
36616,83.0,641,25,26
36617,106.0,641,26,25
36644,216.0,1476,24,25
36670,81.0,641,25,26
36684,110.0,641,26,25
36691,86.0,524,25,16
36692,69.0,524,16,25
36699,98.0,775,25,4
36700,113.0,775,4,25
36732,168.0,1476,25,24
36733,219.0,1476,24,25
36735,128.0,1199,25,3
36747,175.0,1201,19,25
37147,160.0,1476,25,24
37148,200.0,1476,24,25
37582,81.0,641,25,26
37583,92.0,641,26,25
37592,174.0,1476,25,24
37593,206.0,1476,24,25
37815,89.0,641,25,26
37816,92.0,641,26,25
37817,112.0,775,25,4
37818,108.0,775,4,25
37819,172.0,1476,25,24
37820,204.0,1476,24,25
37983,137.0,1154,25,21
37984,165.0,1154,21,25
37987,181.0,1476,25,24
37988,207.0,1476,24,25
38001,63.0,455,25,7
38002,71.0,455,7,25
38023,75.0,589,25,27
38024,88.0,589,27,25
38031,107.0,775,25,4
38032,109.0,775,4,25
38040,82.0,641,25,26
38041,99.0,641,26,25
38121,52.0,349,25,1
38122,47.0,349,1,25
38153,76.0,524,25,16
38154,79.0,524,16,25
38169,162.0,1476,25,24
38170,214.0,1476,24,25
38179,79.0,692,25,18
38180,105.0,692,18,25
38188,85.0,641,25,26
38189,94.0,641,26,25
38229,167.0,1476,25,24
38230,223.0,1476,24,25
38238,158.0,1476,25,24
38239,223.0,1476,24,25
38260,91.0,641,25,26
38261,95.0,641,26,25
38264,153.0,1476,25,24
38265,234.0,1476,24,25
38288,103.0,775,25,4
38289,102.0,775,4,25
38385,107.0,775,25,4
38386,105.0,775,4,25
38392,84.0,641,25,26
38393,92.0,641,26,25
38409,102.0,834,25,10
38410,119.0,834,10,25
38429,77.0,589,25,27
38430,86.0,589,27,25
38448,198.0,1639,25,13
38449,229.0,1639,13,25
38460,165.0,1476,25,24
38461,213.0,1476,24,25
38532,85.0,692,25,18
38533,101.0,692,18,25
38534,107.0,775,25,4
38535,98.0,775,4,25
38569,89.0,641,25,26
38570,92.0,641,26,25
38595,87.0,563,25,29
38596,81.0,563,29,25
38597,101.0,524,25,16
38598,76.0,524,16,25
38603,73.0,589,25,27
38604,91.0,589,27,25
38609,50.0,349,25,1
38610,54.0,349,1,25
38618,70.0,455,25,7
38619,67.0,455,7,25
38648,162.0,1476,25,24
38649,225.0,1476,24,25
38658,93.0,641,25,26
38659,89.0,641,26,25
38670,134.0,1154,25,21
38671,171.0,1154,21,25
38674,101.0,775,25,4
38675,105.0,775,4,25
38850,84.0,641,25,26
38851,94.0,641,26,25
38864,68.0,589,25,27
38865,96.0,589,27,25
38877,104.0,775,25,4
38878,110.0,775,4,25
38886,161.0,1476,25,24
38887,217.0,1476,24,25
38890,153.0,1476,25,24
38891,223.0,1476,24,25
38902,70.0,589,25,27
38903,97.0,589,27,25
38904,99.0,775,25,4
38905,114.0,775,4,25
38919,157.0,1476,25,24
38920,227.0,1476,24,25
38925,81.0,641,25,26
38926,101.0,641,26,25
38949,85.0,641,25,26
38950,98.0,641,26,25
38971,104.0,775,25,4
38972,114.0,775,4,25
38993,148.0,1476,25,24
38994,221.0,1476,24,25
39044,53.0,349,25,1
39045,50.0,349,1,25
39065,74.0,589,25,27
39066,85.0,589,27,25
39082,158.0,1476,25,24
39083,220.0,1476,24,25
39090,106.0,775,25,4
39091,109.0,775,4,25
39105,85.0,641,25,26
39106,91.0,641,26,25
39120,94.0,775,25,4
39121,112.0,775,4,25
39141,79.0,641,25,26
39142,99.0,641,26,25
39144,78.0,589,25,27
39145,89.0,589,27,25
39151,170.0,1476,25,24
39152,209.0,1476,24,25
39173,171.0,1476,25,24
39174,204.0,1476,24,25
39182,164.0,1476,25,24
39183,198.0,1476,24,25
39192,79.0,589,25,27
39193,86.0,589,27,25
39194,83.0,641,25,26
39195,88.0,641,26,25
39211,100.0,775,25,4
39212,110.0,775,4,25
39253,84.0,641,25,26
39254,99.0,641,26,25
39271,174.0,1476,25,24
39272,204.0,1476,24,25
39287,89.0,775,25,4
39288,115.0,775,4,25
39312,48.0,349,25,1
39313,57.0,349,1,25
39361,71.0,589,25,27
39362,90.0,589,27,25
39365,95.0,775,25,4
39366,111.0,775,4,25
39377,77.0,641,25,26
39378,102.0,641,26,25
39381,173.0,1476,25,24
39382,202.0,1476,24,25
39410,174.0,1476,25,24
39411,195.0,1476,24,25
39413,76.0,589,25,27
39414,83.0,589,27,25
39435,98.0,775,25,4
39436,109.0,775,4,25
39447,82.0,641,25,26
39448,93.0,641,26,25
39459,166.0,1476,25,24
39460,207.0,1476,24,25
39466,183.0,1476,25,24
39467,192.0,1476,24,25
39473,95.0,775,25,4
39474,109.0,775,4,25
39479,77.0,641,25,26
39480,96.0,641,26,25
39490,74.0,589,25,27
39491,81.0,589,27,25
39525,100.0,775,25,4
39526,103.0,775,4,25
39538,82.0,641,25,26
39539,91.0,641,26,25
39567,167.0,1476,25,24
39568,201.0,1476,24,25
39606,53.0,349,25,1
39607,51.0,349,1,25
39618,81.0,641,25,26
39619,93.0,641,26,25
39624,71.0,589,25,27
39625,100.0,589,27,25
39632,160.0,1476,25,24
39633,206.0,1476,24,25
39636,97.0,775,25,4
39637,105.0,775,4,25
39678,133.0,1201,25,19
39679,179.0,1201,19,25
39682,141.0,1199,25,3
39683,173.0,1199,3,25
39688,126.0,1069,25,23
39689,161.0,1069,23,25
39701,98.0,775,25,4
39702,104.0,775,4,25
39704,179.0,1476,25,24
39705,220.0,1476,24,25
39706,102.0,834,25,10
39707,124.0,834,10,25
39710,83.0,641,25,26
39711,96.0,641,26,25
39752,127.0,1014,25,11
39753,160.0,1014,11,25
39757,157.0,1476,25,24
39758,225.0,1476,24,25
39791,70.0,589,25,27
39792,94.0,589,27,25
39802,160.0,1476,25,24
39803,210.0,1476,24,25
39829,135.0,1154,25,21
39830,180.0,1154,21,25
39866,166.0,1476,25,24
39867,216.0,1476,24,25
39868,69.0,589,25,27
39869,92.0,589,27,25
39884,126.0,1069,25,23
39885,168.0,1069,23,25
39914,137.0,1199,25,3
39915,190.0,1199,3,25
39927,83.0,641,25,26
39928,98.0,641,26,25
39929,95.0,775,25,4
39930,114.0,775,4,25
39950,28.0,115,21,23
39963,160.0,1476,25,24
39964,215.0,1476,24,25
39986,83.0,641,25,26
39987,97.0,641,26,25
40024,133.0,1201,25,19
40025,168.0,1201,19,25
40026,101.0,775,25,4
40027,111.0,775,4,25
40055,95.0,834,25,10
40056,124.0,834,10,25
40071,131.0,1199,25,3
40072,187.0,1199,3,25
40086,87.0,692,25,18
40117,71.0,455,25,7
40118,31.0,126,7,16
40119,67.0,524,16,25
40128,49.0,349,25,1
40129,52.0,349,1,25
40130,75.0,563,25,29
40131,87.0,563,29,25
40149,80.0,641,25,26
40152,94.0,641,26,25
40153,162.0,1476,25,24
40154,217.0,1476,24,25
40155,72.0,589,25,27
40156,89.0,589,27,25
40175,134.0,1154,25,21
40176,176.0,1154,21,25
40219,134.0,1199,25,3
40220,177.0,1199,3,25
40243,120.0,1069,25,23
40244,164.0,1069,23,25
40245,98.0,775,25,4
40246,106.0,775,4,25
40261,165.0,1476,25,24
40262,214.0,1476,24,25
40263,74.0,589,25,27
40264,92.0,589,27,25
40291,101.0,775,25,4
40292,112.0,775,4,25
40304,85.0,641,25,26
40305,95.0,641,26,25
40326,137.0,1201,25,19
40327,178.0,1201,19,25
40338,165.0,1476,25,24
40339,228.0,1476,24,25
40345,137.0,1199,25,3
40346,175.0,1199,3,25
40355,100.0,834,25,10
40356,130.0,834,10,25
40374,160.0,1476,25,24
40375,221.0,1476,24,25
40404,151.0,1154,25,21
40405,213.0,1154,21,25
40454,82.0,641,25,26
40455,96.0,641,26,25
40479,175.0,1476,25,24
40480,208.0,1476,24,25
40481,73.0,589,25,27
40482,87.0,589,27,25
40486,140.0,1069,25,23
40487,158.0,1069,23,25
40488,98.0,775,25,4
40489,108.0,775,4,25
40491,141.0,1199,25,3
40492,157.0,1199,3,25
40524,105.0,834,25,10
40525,136.0,834,10,25
40542,26.0,115,21,23
40594,170.0,1476,25,24
40595,209.0,1476,24,25
40602,146.0,1199,25,3
40603,180.0,1199,3,25
40606,129.0,1069,25,23
40607,188.0,1069,23,25
40629,137.0,1201,25,19
40630,174.0,1201,19,25
40631,103.0,775,25,4
40632,164.0,775,4,25
40635,86.0,641,25,26
40636,106.0,641,26,25
