,home,away,hometeam,awayteam
1171,36,46,21,24
1172,44,36,6,12
1173,46,40,17,23
1174,44,42,8,10
1175,36,42,4,28
1176,36,41,9,16
1177,45,42,22,6
1178,50,50,30,17
1179,39,41,2,18
1180,39,38,23,3
1181,41,48,5,1
1182,47,41,11,8
1183,42,42,15,25
1184,37,46,19,26
1185,47,48,29,14
1186,47,44,10,21
1187,43,35,24,27
1188,41,45,9,2
1189,45,52,12,20
1190,43,45,1,30
1191,38,37,3,28
1192,39,36,17,5
1193,44,50,19,15
1194,44,46,7,26
1195,43,45,13,14
1196,33,46,22,6
1197,39,49,23,16
1198,47,51,27,25
1199,41,39,29,21
1200,41,44,24,8
1201,38,42,4,11
1202,41,44,12,9
1203,39,43,30,16
1204,51,51,1,23
1205,45,40,3,28
1206,35,31,2,22
1207,42,53,17,15
1208,42,38,19,20
1209,42,46,7,5
1210,38,41,26,10
1211,45,43,14,24
1212,44,41,29,8
1213,50,56,27,18
1214,49,47,13,25
1215,42,44,3,1
1216,35,53,2,23
1217,35,37,6,4
1218,45,38,16,22
1219,52,46,20,12
1220,48,38,28,17
1221,41,44,30,11
1222,40,31,5,9
1223,46,51,7,27
1224,39,40,18,19
1225,45,40,21,15
1226,42,37,8,26
1227,47,51,14,29
1228,42,49,24,13
1229,38,58,25,10
