"","Anthus trivialis","Fringilla coelebs","Phylloscopus trochilus","Muscicapa striata","Ficedula hypoleuca","Carduelis spinus","Parus major","Sylvia borin","Aythya fuligula","Sterna paradisaea","Turdus philomelos","Sylvia atricapilla","Turdus iliacus","Lophophanes cristatus","Corvus corone cornix","Columba oenas","Carduelis chloris","Acrocephalus schoenobaenus","Columba palumbus","Emberiza schoeniclus","Hippolais icterina","Cyanistes caeruleus","Erithacus rubecula","Sylvia communis","Mergus merganser","Larus ridibundus","Turdus pilaris","Hirundo rustica","Emberiza citrinella","Grus grus","Motacilla alba","Larus canus","Alauda arvensis","Carpodacus erythrinus","Phoenicurus phoenicurus","Pica pica","Turdus merula","Apus apus","Luscinia luscinia","Oenanthe oenanthe","Larus argentatus","Sylvia curruca","Loxia pytyopsittacus","Cuculus canorus","Carduelis flammea","Troglodytes troglodytes","Bucephala clangula","Cygnus olor","Dryocopus martius","Regulus regulus","Phylloscopus sibilatrix","Poecile montanus","Carduelis cannabina","Sturnus vulgaris","Acrocephalus palustris","Jynx torquilla","Delichon urbicum","Vanellus vanellus","Columba livia","Dendrocopos major","Haematopus ostralegus","Corvus corax","Podiceps cristatus","Lanius collurio","Loxia curvirostra","Gavia stellata","Certhia familiaris","Anas platyrhynchos","Sterna hirundo","Tringa totanus","Scolopax rusticola","Passer domesticus","Anas crecca","Cygnus cygnus","Tetrao tetrix","Phylloscopus trochiloides","Prunella modularis","Phylloscopus collybita","Actitis hypoleucos","Lepus timidus","Picus canus","Odocoileus virginianus","Turdus viscivorus","Falco subbuteo","Ardea cinerea","Gavia arctica","Numenius arquata","Tetrastes bonasia","Garrulus glandarius","Tringa ochropus","Acrocephalus dumetorum","Saxicola rubetra","Periparus ater","Pyrrhula pyrrhula","Passer montanus","Corvus monedula","Hydrocoloeus minutus","Botaurus stellaris","Phasianus colchicus","Gallinago gallinago","Tetrao urogallus","Accipiter nisus","Tringa glareola","Aegithalos caudatus","Picoides tridactylus","Ficedula parva","Pandion haliaetus","Emberiza rustica","Tringa nebularia","Crex crex","Falco tinnunculus","Accipiter gentilis","Larus fuscus","Carduelis carduelis","Lepus europaeus","Alces alces","Capreolus capreolus","Buteo buteo","Fringilla montifringilla","Poecile cinctus","Numenius phaeopus","Anthus pratensis","Anas penelope","Bombycilla garrulus","Loxia leucoptera","Asio flammeus","Pluvialis apricaria","Anser fabalis","Motacilla flava","Perisoreus infaustus","Lagopus lagopus","Tringa erythropus","Lymnocryptes minimus","Emberiza pusilla","Calidris falcinellus","Luscinia svecica","Calcarius lapponicus"
"JX.1024994",25,50,46,3,2,8,25,11,0,0,14,1,6,0,1,0,0,0,6,0,0,3,15,4,0,0,5,1,5,2,0,0,0,4,1,0,8,0,0,0,0,1,1,7,0,6,0,0,1,7,6,2,0,0,0,0,0,0,0,1,0,0,0,0,13,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,4,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1024995",17,53,53,7,0,7,12,10,0,0,15,2,8,6,2,0,0,0,10,0,1,9,19,3,0,2,5,0,9,1,0,5,0,1,1,2,8,0,0,0,0,0,0,5,0,2,0,0,0,5,9,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,1,1,1,3,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1024996",17,58,50,14,0,11,16,12,0,0,14,4,8,2,2,0,0,0,8,0,1,4,16,3,0,0,5,0,9,2,0,1,0,3,7,0,11,0,0,0,1,1,3,4,0,0,0,0,2,6,9,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,1,4,0,3,3,0,0,0,0,4,1,0,1,1,1,4,4,1,2,1,3,0,0,0,1,0,1,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1017138",57,79,39,7,2,9,16,10,0,0,19,4,10,4,5,0,0,0,23,0,1,2,12,5,0,0,3,1,7,2,0,1,0,0,0,2,13,0,1,0,0,7,0,17,0,5,0,0,0,0,15,3,0,0,0,0,0,0,0,10,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,4,0,0,0,0,3,1,2,0,1,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1134308",44,72,38,9,0,16,14,7,0,0,11,4,12,3,5,0,0,0,13,0,0,1,11,0,0,1,8,0,10,1,0,4,0,0,0,1,7,0,0,0,0,1,0,9,0,5,0,0,0,4,8,3,0,0,0,0,0,1,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1246329",45,54,39,3,5,10,21,12,0,0,34,9,8,1,1,0,0,0,22,0,0,5,21,1,0,0,9,1,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,18,0,7,0,0,3,1,13,4,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,5,2,0,0,0,0,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1412532",49,64,34,6,2,10,10,9,0,0,25,3,10,1,4,1,0,0,24,0,0,4,11,4,0,4,7,1,5,2,1,3,1,1,0,0,7,0,0,0,6,2,0,13,0,4,0,0,0,0,8,2,0,0,0,0,0,0,0,9,0,0,0,0,10,0,2,0,0,0,0,0,0,1,2,0,4,15,0,0,0,0,1,0,0,0,1,2,2,5,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1599698",39,55,31,3,4,5,18,10,0,0,14,7,13,4,2,4,0,0,36,0,1,4,15,2,0,0,7,0,4,0,1,9,0,1,2,1,8,0,0,0,0,3,0,14,0,6,0,0,1,3,7,4,0,0,0,0,0,0,0,5,0,0,0,0,8,0,2,0,0,0,0,0,0,2,1,0,5,5,0,1,0,0,3,0,0,1,0,2,1,7,2,0,0,2,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1024999",4,58,38,2,1,15,11,6,0,0,9,0,2,1,1,0,0,2,7,0,0,3,27,2,0,0,3,0,0,0,1,8,0,1,0,1,12,0,0,0,2,0,0,6,0,3,0,0,1,9,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1017310",14,51,42,6,4,8,8,9,0,0,11,1,5,0,2,0,0,1,4,0,0,3,6,1,0,0,7,0,3,0,0,4,0,0,2,0,14,0,0,0,2,1,0,13,0,1,0,0,0,2,9,3,0,0,0,0,0,0,0,6,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,1,2,15,0,0,0,0,4,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1132474",18,52,31,3,2,9,4,9,0,0,21,2,6,1,3,0,0,1,13,1,0,2,17,2,0,0,3,0,5,0,1,8,0,0,3,0,13,0,1,0,0,2,0,6,0,3,1,0,2,1,19,1,0,0,0,1,0,0,0,4,0,0,0,0,6,0,1,1,1,0,1,0,0,0,1,0,2,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1243428",22,36,41,6,10,11,11,5,0,0,6,2,5,0,5,0,0,2,2,0,0,1,18,6,0,2,1,0,0,0,0,4,0,2,0,1,12,2,0,1,0,5,0,2,0,4,1,0,1,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,5,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1394457",21,41,45,11,3,4,14,9,0,0,18,3,5,1,6,0,0,1,15,0,1,6,16,8,0,0,4,3,1,0,0,11,0,0,1,0,10,2,0,0,4,1,0,9,0,3,0,0,0,1,2,2,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,0,2,0,0,0,0,2,2,0,2,2,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1599976",18,72,36,7,9,8,6,21,0,0,15,4,8,4,1,1,0,0,12,0,2,12,27,6,0,0,19,1,3,0,1,7,0,1,1,1,14,4,0,0,2,2,0,11,0,1,1,0,0,1,23,3,0,0,0,0,0,0,0,2,0,0,0,1,13,0,1,0,0,0,0,0,0,0,1,0,2,10,1,0,0,0,4,1,0,0,0,2,2,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025001",9,61,49,1,0,17,9,12,0,0,11,4,12,5,1,0,0,0,18,0,0,7,20,1,0,4,1,1,9,1,0,1,0,0,0,0,12,0,0,0,2,2,0,10,0,0,2,0,0,8,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,7,10,0,0,0,0,2,0,0,0,0,2,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025002",6,63,71,2,0,9,12,6,0,0,5,5,9,2,1,0,1,0,20,0,0,5,18,1,0,0,1,0,13,1,0,0,0,0,0,0,12,1,0,0,0,5,0,5,0,1,0,0,0,16,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,5,13,0,0,0,0,0,0,0,0,0,2,0,6,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025003",9,47,48,1,2,16,11,7,0,0,10,3,6,0,0,0,2,0,19,0,0,5,18,0,0,1,1,0,7,1,0,1,0,0,0,0,7,0,0,0,0,2,0,1,0,2,0,0,3,9,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,6,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1129982",11,58,22,1,0,14,16,1,0,0,18,6,1,4,0,0,0,0,11,0,0,4,18,0,0,0,0,0,5,4,1,0,0,0,0,0,9,0,0,0,0,1,1,3,0,3,0,0,0,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,1,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025005",7,48,30,8,4,10,10,7,0,0,14,4,13,5,4,0,2,0,6,1,0,9,15,0,0,0,0,0,18,1,2,0,2,1,0,2,16,0,0,0,0,1,0,7,0,0,0,0,2,8,0,2,0,0,0,0,0,0,0,2,0,0,0,0,24,0,2,0,0,0,1,0,0,0,2,0,5,11,0,0,0,0,1,0,0,0,3,0,1,2,0,3,1,0,2,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025006",8,36,48,7,3,14,12,2,0,0,12,8,4,1,1,0,1,0,6,0,0,2,19,6,0,0,2,1,13,3,0,0,3,1,0,1,8,0,0,0,0,4,0,5,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,1,0,0,3,13,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1008368",9,54,68,8,3,11,19,5,0,0,13,0,5,4,0,0,4,0,1,0,0,12,11,1,0,0,5,0,12,1,0,0,2,0,0,0,7,0,0,0,0,3,1,2,0,2,0,0,0,5,3,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1134511",7,49,59,2,2,31,24,4,0,0,8,1,11,1,2,0,1,0,13,0,0,8,5,6,0,0,8,0,8,2,1,0,2,0,0,0,5,0,0,0,0,4,0,2,0,4,0,0,1,11,2,0,6,1,0,0,0,0,0,2,0,0,0,0,5,0,2,0,0,0,0,0,0,2,0,0,4,15,0,0,0,0,12,0,0,0,2,0,0,4,0,0,1,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1244492",21,39,81,5,9,11,20,7,0,0,20,1,7,5,4,0,0,0,20,0,0,12,4,3,0,0,4,0,20,1,1,0,0,0,0,4,12,0,0,0,0,5,0,1,0,1,0,0,1,6,3,2,0,1,0,2,0,3,0,2,0,1,0,0,2,0,3,0,0,0,0,0,0,0,1,0,2,20,0,0,0,0,10,0,0,0,0,0,2,2,0,0,0,2,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025008",14,65,55,2,0,11,8,7,0,0,14,1,11,8,1,0,0,1,9,0,0,5,11,1,0,0,0,1,7,2,0,0,0,1,0,1,1,0,0,0,0,3,0,15,0,1,0,0,0,3,0,6,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,1,0,1,0,1,0,1,14,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025009",11,62,51,2,1,11,3,5,0,0,13,4,4,0,0,0,0,0,6,0,0,1,14,2,0,0,2,0,11,0,0,0,0,0,0,0,11,1,0,0,0,1,0,8,0,2,0,0,0,3,1,0,0,0,0,0,2,0,0,3,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,6,12,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.50145",10,78,55,4,1,13,6,8,0,0,9,1,13,0,1,0,2,0,10,0,0,3,17,0,0,0,5,0,5,2,0,0,0,0,0,0,20,0,0,0,0,2,0,5,0,3,0,0,3,5,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,14,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1126652",16,55,31,3,0,18,8,5,0,0,7,0,10,0,0,0,0,0,7,0,0,1,9,0,0,1,1,2,8,3,0,0,0,0,0,0,6,0,0,0,0,3,0,7,0,6,0,0,0,2,0,5,0,0,0,0,0,0,0,2,0,2,0,1,14,0,0,0,0,0,1,0,0,1,6,0,8,13,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,3,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1443366",22,68,38,2,0,16,7,1,0,0,7,1,9,3,0,0,0,0,2,0,0,0,5,3,0,0,0,0,6,0,2,0,0,0,0,0,8,0,0,0,0,3,1,1,0,7,0,0,2,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,1,0,0,0,1,0,0,1,0,0,6,8,0,0,0,0,2,0,0,0,0,1,0,6,0,2,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025017",8,47,41,11,4,14,12,7,0,0,13,2,8,2,4,0,2,0,11,0,1,5,13,1,0,4,17,3,3,0,1,3,0,1,0,0,12,0,0,0,1,1,0,2,0,0,0,0,0,10,2,4,0,1,0,3,0,1,0,3,0,0,0,1,7,0,3,1,0,0,0,0,0,0,0,0,10,10,1,0,0,0,2,0,0,0,0,2,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025018",5,46,41,6,5,9,9,10,0,0,10,3,9,2,2,0,5,0,11,0,0,7,21,1,0,0,21,3,6,2,3,5,0,2,0,0,11,1,0,0,1,3,0,2,0,4,1,0,1,10,6,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,2,0,0,1,0,1,1,0,1,6,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025019",6,37,48,4,5,10,11,6,0,0,8,1,11,4,3,0,3,0,9,0,0,4,11,2,0,0,18,3,5,2,2,3,0,1,0,1,8,0,0,0,1,2,0,2,0,5,1,0,1,15,1,3,0,0,0,0,1,0,0,2,0,1,0,0,2,0,3,0,0,0,0,0,0,1,1,0,2,10,1,0,0,0,1,0,0,0,0,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025020",9,38,32,4,4,6,8,6,0,0,10,2,9,2,2,1,1,0,10,0,1,3,14,4,0,2,18,2,6,1,1,2,0,0,2,0,8,0,0,0,0,1,0,1,0,5,0,0,2,10,0,4,0,0,0,0,0,0,0,1,0,1,0,0,2,0,5,2,0,0,1,0,0,1,1,0,5,9,1,0,0,0,1,0,0,1,0,1,1,2,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025021",6,44,28,3,5,9,14,4,0,0,9,2,10,2,3,0,2,0,9,0,2,3,13,0,0,0,14,2,7,2,1,2,1,0,2,0,13,3,0,0,0,2,0,1,0,4,0,0,0,8,2,3,0,0,0,0,1,0,0,0,0,1,0,0,3,0,4,2,0,0,0,0,0,1,1,1,6,7,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.51062",6,35,29,2,3,8,10,3,0,0,8,5,13,2,2,0,0,0,11,0,0,2,16,0,0,4,13,0,8,1,0,1,0,0,0,1,12,0,0,0,1,1,0,2,0,4,0,0,1,6,4,3,0,0,0,0,0,0,0,2,0,1,0,1,2,0,1,1,1,0,0,0,0,0,0,0,7,10,2,0,0,0,1,0,0,0,0,2,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1006128",7,41,27,6,6,8,12,5,0,0,7,1,11,2,3,0,4,0,8,0,0,5,14,0,0,2,13,0,3,2,0,4,0,0,2,1,12,1,0,0,1,1,0,2,0,3,0,0,0,4,5,4,0,0,0,0,0,0,0,3,0,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,4,7,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1127166",6,35,25,0,6,10,6,3,0,0,6,3,6,2,3,0,1,0,13,0,0,9,11,1,1,1,11,4,1,1,2,3,0,1,1,0,16,0,0,0,0,2,0,2,0,4,0,0,1,8,5,4,0,0,0,0,0,0,0,4,0,0,0,0,27,0,2,0,0,0,1,0,0,1,0,0,3,7,0,0,1,1,1,0,0,0,0,1,1,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1242878",8,30,24,2,5,7,13,5,0,0,11,4,7,1,3,0,0,0,9,0,0,5,16,1,0,2,5,1,6,1,3,2,0,0,0,0,14,1,0,0,0,3,0,3,0,4,0,0,1,9,4,2,0,0,0,0,0,1,0,3,0,0,0,0,2,0,5,1,4,0,0,0,0,1,0,0,5,8,1,0,0,1,2,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1391143",8,35,16,3,6,7,12,5,0,0,5,3,2,1,3,0,0,0,12,0,0,4,10,1,1,0,4,2,5,1,2,2,0,0,1,0,12,0,0,0,1,4,0,2,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,5,0,7,0,0,0,0,1,0,0,1,9,0,0,0,3,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1589218",8,37,27,1,6,9,11,4,0,0,8,2,6,3,3,0,1,0,11,0,0,7,9,3,0,3,12,0,6,2,1,2,0,0,1,0,13,0,0,0,0,4,0,2,0,4,0,0,2,7,4,1,0,0,0,0,0,1,0,3,0,1,1,0,2,0,4,0,2,0,0,0,0,2,0,0,1,7,1,0,0,2,1,0,0,1,2,0,3,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025025",6,36,33,5,5,4,17,19,0,0,5,4,5,2,7,0,0,3,16,1,0,6,11,3,0,16,15,2,7,0,3,6,1,2,0,4,7,0,0,0,2,5,0,3,0,2,0,0,2,7,1,1,0,0,0,2,0,1,0,2,0,1,1,0,0,0,1,2,0,0,0,0,0,2,3,0,2,11,1,0,1,0,0,0,0,0,3,1,2,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025026",12,93,62,5,6,7,12,15,0,0,8,10,13,0,10,0,3,1,16,0,0,9,27,9,0,5,30,2,7,1,1,8,1,4,0,0,21,0,1,0,0,7,0,1,0,3,1,0,5,5,1,2,0,1,0,0,0,1,0,2,0,4,2,0,0,0,0,0,0,0,0,0,1,5,3,0,11,10,1,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025027",5,79,73,4,6,7,16,8,0,0,9,4,10,0,8,0,3,3,17,0,0,4,6,4,0,1,16,2,8,4,0,7,2,3,1,1,18,0,0,0,1,4,0,2,0,3,2,0,2,3,2,0,0,0,0,0,0,3,0,3,0,2,6,0,5,0,0,1,2,0,0,0,0,3,0,1,3,6,1,0,1,0,2,0,0,0,0,2,1,0,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.50274",5,67,62,1,7,12,9,20,0,0,11,10,13,0,6,0,1,5,19,0,0,7,18,4,0,9,22,0,5,3,3,9,0,5,0,0,18,0,0,0,1,3,0,3,0,0,0,0,1,4,2,0,0,0,0,0,0,4,0,3,0,1,2,0,0,0,1,1,2,0,0,0,0,1,4,0,8,4,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1009846",7,60,61,5,5,16,12,15,0,0,10,5,11,0,12,0,1,5,23,0,1,8,20,2,0,16,29,1,7,5,4,12,1,0,0,1,19,0,0,0,2,1,0,7,0,3,0,0,1,5,4,2,0,1,0,0,0,5,0,2,0,2,5,2,1,0,3,1,1,0,0,0,1,0,2,1,7,9,0,0,2,4,1,0,0,3,2,0,2,0,0,0,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1131729",3,72,50,5,5,17,10,9,0,0,9,9,11,1,7,0,3,9,30,2,0,9,23,6,0,5,16,0,3,2,1,11,3,0,0,0,21,1,0,0,1,5,0,4,0,2,1,0,2,9,2,1,0,3,0,0,0,4,0,4,0,0,4,0,4,1,1,3,1,0,0,0,0,6,3,0,5,9,0,0,0,6,0,0,0,0,2,1,0,1,1,1,2,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
