"","Anthus trivialis","Fringilla coelebs","Phylloscopus trochilus","Muscicapa striata","Ficedula hypoleuca","Carduelis spinus","Parus major","Sylvia borin","Aythya fuligula","Sterna paradisaea","Turdus philomelos","Sylvia atricapilla","Turdus iliacus","Lophophanes cristatus","Corvus corone cornix","Columba oenas","Carduelis chloris","Acrocephalus schoenobaenus","Columba palumbus","Emberiza schoeniclus","Hippolais icterina","Cyanistes caeruleus","Erithacus rubecula","Sylvia communis","Mergus merganser","Larus ridibundus","Turdus pilaris","Hirundo rustica","Emberiza citrinella","Grus grus","Motacilla alba","Larus canus","Alauda arvensis","Carpodacus erythrinus","Phoenicurus phoenicurus","Pica pica","Turdus merula","Apus apus","Luscinia luscinia","Oenanthe oenanthe","Larus argentatus","Sylvia curruca","Loxia pytyopsittacus","Cuculus canorus","Carduelis flammea","Troglodytes troglodytes","Bucephala clangula","Cygnus olor","Dryocopus martius","Regulus regulus","Phylloscopus sibilatrix","Poecile montanus","Carduelis cannabina","Sturnus vulgaris","Acrocephalus palustris","Jynx torquilla","Delichon urbicum","Vanellus vanellus","Columba livia","Dendrocopos major","Haematopus ostralegus","Corvus corax","Podiceps cristatus","Lanius collurio","Loxia curvirostra","Gavia stellata","Certhia familiaris","Anas platyrhynchos","Sterna hirundo","Tringa totanus","Scolopax rusticola","Passer domesticus","Anas crecca","Cygnus cygnus","Tetrao tetrix","Phylloscopus trochiloides","Prunella modularis","Phylloscopus collybita","Actitis hypoleucos","Lepus timidus","Picus canus","Odocoileus virginianus","Turdus viscivorus","Falco subbuteo","Ardea cinerea","Gavia arctica","Numenius arquata","Tetrastes bonasia","Garrulus glandarius","Tringa ochropus","Acrocephalus dumetorum","Saxicola rubetra","Periparus ater","Pyrrhula pyrrhula","Passer montanus","Corvus monedula","Hydrocoloeus minutus","Botaurus stellaris","Phasianus colchicus","Gallinago gallinago","Tetrao urogallus","Accipiter nisus","Tringa glareola","Aegithalos caudatus","Picoides tridactylus","Ficedula parva","Pandion haliaetus","Emberiza rustica","Tringa nebularia","Crex crex","Falco tinnunculus","Accipiter gentilis","Larus fuscus","Carduelis carduelis","Lepus europaeus","Alces alces","Capreolus capreolus","Buteo buteo","Fringilla montifringilla","Poecile cinctus","Numenius phaeopus","Anthus pratensis","Anas penelope","Bombycilla garrulus","Loxia leucoptera","Asio flammeus","Pluvialis apricaria","Anser fabalis","Motacilla flava","Perisoreus infaustus","Lagopus lagopus","Tringa erythropus","Lymnocryptes minimus","Emberiza pusilla","Calidris falcinellus","Luscinia svecica","Calcarius lapponicus"
"JX.1026174",11,44,63,0,2,9,8,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,1,0,4,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1026175",14,35,43,2,3,35,6,1,0,0,4,0,1,1,0,0,0,0,1,0,0,1,31,0,0,0,0,0,0,2,0,0,0,0,8,0,5,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,5,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.37254",23,64,54,3,4,26,4,0,0,0,9,0,4,0,0,0,0,0,4,2,0,1,19,0,0,0,2,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,1,5,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,4,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1007923",16,69,39,4,1,11,8,0,0,0,8,0,5,1,1,0,0,0,0,2,0,1,9,0,0,0,0,0,2,0,0,0,0,0,8,0,4,0,0,0,0,1,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,1,1,3,2,1,0,0,0,4,0,0,0,1,1,0,3,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1127506",25,48,37,6,2,19,10,1,0,0,8,0,1,2,0,0,0,0,1,1,0,0,18,0,0,0,3,0,1,1,0,0,0,0,5,0,7,0,0,0,0,3,1,4,0,0,0,0,1,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,2,8,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"JX.1268907",22,50,23,2,13,24,3,0,0,0,7,0,2,3,0,0,0,0,3,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,1,0,16,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,0,3,5,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1407583",31,83,15,2,3,24,7,1,0,0,10,0,0,1,1,0,0,0,3,3,0,2,17,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1026181",4,25,36,1,0,2,4,2,0,0,1,0,4,0,2,0,0,1,3,2,0,0,0,1,0,0,1,0,7,1,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1026182",4,21,29,1,0,6,4,0,0,0,4,0,7,1,1,0,0,1,1,0,0,1,10,1,0,1,1,0,9,0,0,0,6,2,1,0,0,1,0,0,0,1,0,2,1,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,8,2,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"JX.1026183",6,26,30,0,0,6,1,0,0,0,4,0,0,1,2,0,0,4,0,5,0,0,6,0,0,1,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"JX.1130745",8,29,38,0,0,5,3,0,0,0,3,0,1,0,1,0,1,2,3,2,0,0,3,0,0,0,0,0,5,1,0,0,3,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,6,0,0,0,0,0,5,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1026185",15,24,68,2,1,8,3,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
"JX.1026186",35,23,73,10,4,15,8,0,0,0,11,0,2,0,1,0,0,0,0,1,0,0,20,0,0,0,1,0,0,1,1,0,0,0,13,0,0,0,0,0,0,3,0,8,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"JX.1006887",23,30,52,11,6,11,13,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,10,0,0,0,0,0,0,3,0,8,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"JX.1244929",18,35,37,6,1,25,7,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,2,13,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1026188",5,8,30,2,0,4,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"JX.1026189",28,29,39,4,4,21,1,0,0,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,8,9,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,4,0,0,0,0,0,0,0,0
"JX.1006871",14,13,75,1,0,15,10,0,0,0,13,0,3,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0
"JX.1127024",31,23,16,7,0,6,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,7,0,1,0,0,0,0,0,0
"JX.1244962",35,20,22,7,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,12,6,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,9,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0
"JX.1026192",37,41,40,4,1,19,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,5,11,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,8,1,0,1,0,0,0,0,0,3,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1439703",36,36,18,4,0,13,3,0,0,0,13,0,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,4,1,3,2,0,0,0,2,0,4,0,0,0,0,0,0,0,5,0,2,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,3,0,0,0,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0
"JX.1026196",36,73,79,0,2,53,4,0,0,0,27,0,33,0,0,0,0,0,0,3,0,0,2,0,0,0,6,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,5,21,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,18,0,1,1,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0
"JX.1126774",20,17,31,0,0,3,6,0,0,0,10,0,8,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,9,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"JX.1596253",12,30,18,0,0,9,3,0,0,0,15,0,7,1,0,0,0,0,1,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"JX.1026200",17,25,48,1,0,10,3,0,0,0,15,0,0,0,0,0,1,0,0,0,0,1,3,0,0,6,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,1,1,4,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"JX.60519",22,30,33,1,1,6,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,2,0,0,1,0,0,12,0,0,0,0,0,0,3,0,2,1,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1126798",33,13,38,2,1,9,6,0,0,0,5,0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
"JX.1596911",24,32,30,3,0,10,4,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1026203",15,35,29,0,0,10,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,1,0,1,0,0,11,0,0,1,0,0,0,0,0,11,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"JX.49663",16,31,32,1,0,12,3,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,1,11,7,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
"JX.1008296",7,18,19,0,0,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1026206",29,32,83,10,5,11,6,0,0,0,0,0,2,1,1,0,0,2,0,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,12,0,0,2,0,0,0,1,0,6,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1026207",20,25,104,4,3,2,8,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1026208",25,44,90,5,4,29,10,0,0,0,9,0,0,1,0,0,0,0,0,5,0,0,33,0,0,0,0,1,0,6,0,0,0,0,10,0,0,1,0,0,0,3,0,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,1,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0
"JX.37450",35,26,93,2,0,13,7,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,13,0,0,0,0,1,0,3,0,0,0,0,4,0,0,0,0,0,0,2,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1009786",27,46,75,4,3,13,7,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
"JX.1127285",25,30,48,6,1,18,12,0,0,0,6,0,1,1,0,0,0,1,1,2,0,0,7,0,0,0,0,0,1,3,1,0,0,0,10,0,0,0,0,0,0,2,0,8,0,0,0,0,1,3,1,4,0,0,0,0,0,0,0,4,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"JX.1390509",43,50,73,2,3,13,9,0,0,0,18,0,0,1,0,0,0,0,0,1,0,1,17,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,6,0,0,0,0,0,1,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"JX.1026211",14,21,25,1,0,2,4,2,0,0,2,0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,14,0,0,0,0,10,1,0,0,0,0,5,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,2,0,3,0,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"JX.1026212",5,14,37,0,0,3,2,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,8,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5,8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"JX.50904",17,30,43,0,0,7,2,0,0,0,10,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,6,0,0,0,0,0,2,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
"JX.1011118",10,23,22,2,1,4,4,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,1,5,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0
"JX.1127265",26,30,19,7,0,3,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,1,1,0,0,17,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,1,9,1,0,2,0,0,0,0,0,0
"JX.1245581",19,23,26,4,0,14,5,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4,0,2,0,0,9,0,0,0,0,0,0,2,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,4,4,0,0,1,0,0,0,0,0,0,18,0,9,6,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0
